fetched_at_utc,kabupaten_kota,adm4,waktu_lokal,suhu_c,kelembapan_persen,cuaca_desc,curah_hujan_mm,kecepatan_angin_kmh
2026-08-30T23:31:51.823612+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 22:00:00,23,88,Cerah,0,13.3
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 07:00:00,26,71,Cerah,0,1.1
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 10:00:00,32,48,Cerah,0,2.6
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 13:00:00,32,53,Cerah,0.3,11.2
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 16:00:00,28,66,Cerah,0,14.5
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 19:00:00,26,78,Cerah,0,8
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 22:00:00,24,86,Cerah,0,2.3
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 01:00:00,23,91,Cerah,0,3
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 04:00:00,22,94,Cerah,0,4.9
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 07:00:00,26,70,Cerah,0,2.5
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 10:00:00,32,43,Cerah,0,7
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 13:00:00,33,47,Cerah,0,10.8
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 16:00:00,29,63,Cerah,0,14.9
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 19:00:00,26,78,Cerah,0,5.9
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 22:00:00,24,85,Cerah,0,1.5
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 01:00:00,22,91,Cerah,0,2.5
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 04:00:00,22,92,Cerah Berawan,0,1.3
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 07:00:00,26,70,Cerah,0,3
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 10:00:00,33,41,Cerah,0,10
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 13:00:00,32,53,Cerah,0,10
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 16:00:00,28,65,Cerah,0,6.4
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 19:00:00,25,77,Cerah,0,6.4
2026-08-31T00:03:39.777572+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 22:00:00,24,83,Cerah,0,3.6
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 07:00:00,25,75,Cerah,0,3.7
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 10:00:00,30,57,Cerah,0,5.9
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 13:00:00,31,52,Cerah,0,8.9
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 16:00:00,27,69,Cerah Berawan,0,12.8
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 19:00:00,24,83,Cerah,0,5.2
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 22:00:00,23,92,Cerah,0,3.5
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 01:00:00,22,94,Cerah Berawan,0,4.9
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 04:00:00,21,94,Cerah,0,4.1
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 07:00:00,25,76,Cerah,0,1
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 10:00:00,30,51,Cerah,0,7.2
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 13:00:00,32,49,Cerah,0,10.9
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 16:00:00,27,66,Cerah,0,14.7
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 19:00:00,24,87,Cerah,0,5.1
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 22:00:00,22,91,Cerah,0,3.2
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 01:00:00,21,91,Cerah,0,4.6
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 04:00:00,21,92,Cerah,0,1.1
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 07:00:00,25,75,Cerah,0,2.8
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 10:00:00,30,52,Cerah,0,6.7
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 13:00:00,30,56,Cerah,0,6.7
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 16:00:00,27,71,Cerah Berawan,0,6.2
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 19:00:00,24,83,Cerah,0,6.2
2026-08-31T00:03:40.114648+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 22:00:00,23,91,Berawan,0,4.3
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 07:00:00,27,73,Cerah,0,2.2
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 10:00:00,32,50,Cerah,0,3.6
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 13:00:00,31,57,Cerah,0.1,16
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 16:00:00,28,70,Cerah,0,16.3
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 19:00:00,25,81,Cerah,0,8.1
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 22:00:00,24,88,Cerah,0,0.5
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 01:00:00,23,93,Cerah,0,0.9
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 04:00:00,22,98,Cerah,0,2.4
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 07:00:00,27,70,Cerah,0,4.1
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 10:00:00,32,47,Cerah,0,9.2
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 13:00:00,31,54,Cerah,0,18.1
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 16:00:00,28,69,Cerah,0,18.7
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 19:00:00,25,82,Cerah,0,3.8
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 22:00:00,24,87,Cerah,0,1.2
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 01:00:00,22,94,Cerah,0,0.8
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 04:00:00,21,97,Cerah Berawan,0,3.1
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 07:00:00,27,70,Cerah,0,3.1
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 10:00:00,32,51,Cerah,0,21.8
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 13:00:00,30,60,Cerah,0,21.8
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 16:00:00,27,70,Cerah,0,5.7
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 19:00:00,25,81,Cerah,0,5.7
2026-08-31T00:03:40.418413+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 22:00:00,24,87,Cerah Berawan,0,1
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 07:00:00,26,77,Cerah,0,2.1
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 10:00:00,29,68,Cerah,0.1,7.8
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 13:00:00,29,67,Cerah,0,17
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 16:00:00,26,79,Cerah,0,16.3
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 19:00:00,24,88,Cerah,0,8
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 22:00:00,24,91,Cerah,0,1.5
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 01:00:00,23,92,Cerah,0,1
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 04:00:00,22,95,Cerah,0,1.1
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 07:00:00,26,74,Cerah,0,4.6
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 10:00:00,30,59,Cerah,0,11.9
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 13:00:00,29,65,Cerah,0,20.4
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 16:00:00,26,77,Cerah,0,18.5
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 19:00:00,24,88,Cerah,0,4
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 22:00:00,23,91,Cerah,0,1.5
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 01:00:00,22,95,Cerah,0,1.1
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 04:00:00,21,98,Cerah Berawan,0,2.9
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 07:00:00,26,74,Cerah,0.1,3.8
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 10:00:00,28,67,Cerah Berawan,0.1,21.2
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 13:00:00,28,68,Cerah,0,21.2
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 16:00:00,26,78,Cerah,0,4.4
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 19:00:00,24,85,Cerah,0,4.4
2026-08-31T00:03:40.699509+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 22:00:00,23,89,Cerah,0,1
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 07:00:00,26,71,Cerah,0,3.1
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 10:00:00,31,54,Cerah Berawan,0.2,8.3
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 13:00:00,31,52,Cerah,0,17.5
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 16:00:00,26,73,Cerah,0,21.7
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 19:00:00,24,85,Cerah,0,18.1
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 22:00:00,23,88,Cerah,0,14.5
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 01:00:00,22,93,Cerah,0,12.3
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 04:00:00,22,93,Cerah,0,6.5
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 07:00:00,26,66,Cerah,0,14
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 10:00:00,31,47,Cerah,0,17.2
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 13:00:00,31,51,Cerah,0,19.1
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 16:00:00,26,70,Cerah,0,23.1
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 19:00:00,24,83,Cerah,0,19.8
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-01 22:00:00,23,88,Cerah,0,16.5
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 01:00:00,22,92,Cerah,0,10.7
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 04:00:00,21,93,Cerah,0,9.2
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 07:00:00,26,69,Cerah,0,11.4
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 10:00:00,32,44,Cerah,0,22.2
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 13:00:00,30,57,Cerah,0,22.2
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 16:00:00,26,71,Cerah,0,18.6
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 19:00:00,24,84,Cerah,0,18.6
2026-08-31T00:03:41.059061+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-09-02 22:00:00,23,88,Cerah,0,13.3
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 09:00:00,30,54,Cerah,0,2.6
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 12:00:00,33,44,Cerah,0,11.2
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 15:00:00,30,60,Cerah,0.3,14.5
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 18:00:00,26,75,Cerah,0,8
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-08-31 21:00:00,25,84,Cerah,0,2.3
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 00:00:00,24,90,Cerah,0,3
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 03:00:00,23,92,Cerah,0,4.9
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 06:00:00,24,83,Cerah,0,2.5
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 09:00:00,31,49,Cerah,0,7
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 12:00:00,34,42,Cerah,0,10.8
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 15:00:00,30,55,Cerah,0,14.9
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 18:00:00,26,74,Cerah,0,5.9
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-01 21:00:00,25,83,Cerah,0,1.5
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 00:00:00,23,89,Cerah,0,2.5
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 03:00:00,22,92,Cerah Berawan,0,1.3
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 06:00:00,24,83,Cerah,0,3
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 09:00:00,31,48,Cerah,0,3
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 12:00:00,34,41,Cerah,0,10
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 15:00:00,29,62,Cerah,0,10
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 18:00:00,26,73,Cerah,0,6.4
2026-08-31T01:05:28.254753+00:00,Kota Yogyakarta,34.71.10.1001,2026-09-02 21:00:00,24,82,Cerah,0,6.4
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 09:00:00,28,61,Cerah,0,5.9
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 12:00:00,32,45,Cerah,0,8.9
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 15:00:00,29,62,Cerah,0,12.8
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 18:00:00,25,78,Cerah,0,5.2
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-08-31 21:00:00,23,90,Cerah,0,3.5
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 00:00:00,22,96,Cerah Berawan,0,4.9
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 03:00:00,21,94,Cerah Berawan,0,4.1
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 06:00:00,23,85,Cerah,0,1
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 09:00:00,29,60,Cerah,0,7.2
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 12:00:00,32,46,Cerah,0,10.9
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 15:00:00,29,59,Cerah,0,14.7
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 18:00:00,24,81,Cerah,0,5.1
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-01 21:00:00,22,91,Cerah,0,3.2
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 00:00:00,21,92,Cerah,0,4.6
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 03:00:00,21,93,Cerah,0,1.1
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 06:00:00,23,86,Cerah,0,2.8
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 09:00:00,28,59,Cerah,0,2.8
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 12:00:00,32,45,Cerah,0,6.7
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 15:00:00,28,67,Cerah,0,6.7
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 18:00:00,25,79,Cerah,0,6.2
2026-08-31T01:05:29.033950+00:00,Kabupaten Sleman,34.04.13.2002,2026-09-02 21:00:00,23,89,Cerah Berawan,0,6.2
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 08:00:00,29,62,Cerah,0,3.6
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 11:00:00,32,53,Cerah,0,16
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 14:00:00,30,61,Cerah,0.1,16.3
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 17:00:00,26,75,Cerah,0,8.1
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 20:00:00,25,85,Cerah,0,0.5
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-08-31 23:00:00,24,89,Cerah,0,0.9
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 02:00:00,23,94,Cerah,0,2.4
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 05:00:00,22,98,Cerah Berawan,0,4.1
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 08:00:00,29,59,Cerah,0,9.2
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 11:00:00,32,48,Cerah,0,18.1
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 14:00:00,30,56,Cerah,0,18.7
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 17:00:00,26,75,Cerah,0,3.8
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 20:00:00,24,84,Cerah,0,1.2
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-01 23:00:00,23,89,Cerah,0,0.8
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 02:00:00,21,97,Cerah,0,3.1
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 05:00:00,21,98,Cerah Berawan,0,3.1
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 08:00:00,29,58,Cerah,0,3.1
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 11:00:00,32,52,Cerah,0,21.8
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 14:00:00,29,63,Cerah,0,21.8
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 17:00:00,26,74,Cerah,0,5.7
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 20:00:00,24,83,Cerah,0,5.7
2026-08-31T01:05:29.341733+00:00,Kabupaten Bantul,34.02.08.2003,2026-09-02 23:00:00,24,88,Cerah,0,1
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 08:00:00,28,69,Cerah,0,7.8
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 11:00:00,29,70,Cerah,0.1,17
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 14:00:00,28,71,Cerah,0,16.3
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 17:00:00,25,84,Cerah,0,8
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 20:00:00,24,89,Cerah,0,1.5
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-08-31 23:00:00,23,91,Cerah,0,1
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 02:00:00,23,93,Cerah,0,1.1
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 05:00:00,22,95,Cerah,0,4.6
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 08:00:00,28,65,Cerah,0,11.9
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 11:00:00,30,59,Cerah,0,20.4
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 14:00:00,28,67,Cerah,0,18.5
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 17:00:00,25,83,Cerah,0,4
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 20:00:00,23,90,Cerah,0,1.5
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-01 23:00:00,23,92,Cerah,0,1.1
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 02:00:00,21,97,Cerah,0,2.9
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 05:00:00,21,98,Cerah Berawan,0,3.8
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 08:00:00,28,67,Cerah Berawan,0.1,3.8
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 11:00:00,28,68,Cerah,0.1,21.2
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 14:00:00,28,70,Cerah,0,21.2
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 17:00:00,24,82,Cerah,0,4.4
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 20:00:00,24,87,Cerah,0,4.4
2026-08-31T01:05:29.655566+00:00,Kabupaten Kulon Progo,34.01.02.1008,2026-09-02 23:00:00,23,89,Cerah Berawan,0,1
2026-08-31T01:05:29.962797+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 08:00:00,29,58,Cerah,0,8.3
2026-08-31T01:05:29.962797+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 11:00:00,31,53,Cerah,0.2,17.5
2026-08-31T01:05:29.962797+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 14:00:00,30,57,Cerah,0,21.7
2026-08-31T01:05:29.962797+00:00,Kabupaten Gunungkidul,34.03.01.2001,2026-08-31 17:00:00,25,80,Cerah,0,18.1
