periode,periode_mulai,periode_selesai,provinsi,kabupaten_kota,kecamatan,kode_wilayah,bera_ha,persiapan_lahan_ha,tanam_ha,vegetatif_1_ha,vegetatif_2_ha,generatif_1_ha,generatif_2_ha,panen_ha,total_luas_ha,sumber_layer,diambil_pada_utc
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Temon,340101,162.425,6.539,29.074,186.02,65.88,48.957,655.134,46.306,1200.335,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Wates,340102,258.959,12.04,22.442,222.893,33.479,26.614,417.007,27.406,1020.84,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Panjatan,340103,848.533,25.362,64.578,149.684,22.324,7.226,60.389,52.933,1231.029,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Galur,340104,1027.705,29.846,48.704,29.641,8.855,3.403,9.142,2.583,1159.879,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Lendah,340105,419.383,27.699,33.023,81.41,27.916,20.428,102.227,6.059,718.145,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Sentolo,340106,355.051,144.336,35.159,145.0,132.616,132.379,199.755,207.916,1352.212,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Pengasih,340107,152.744,53.916,56.584,256.019,35.796,16.898,139.238,22.845,734.04,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Kokap,340108,9.056,0.364,2.55,23.056,6.506,5.777,51.005,5.205,103.519,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Girimulyo,340109,117.833,8.76,19.831,168.807,24.597,18.147,47.653,45.631,451.259,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Nanggulan,340110,682.704,13.324,30.715,144.06,69.131,30.759,176.722,211.634,1359.049,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Samigaluh,340111,105.259,25.028,35.065,199.719,39.766,24.012,61.364,7.686,497.899,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kulon Progo,Kalibawang,340112,139.456,10.831,18.977,61.929,26.429,25.966,235.035,161.997,680.62,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Srandakan,340201,283.407,6.067,9.912,64.101,64.842,16.211,18.202,22.093,484.835,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Sanden,340202,155.493,15.286,24.701,196.593,133.93,49.553,296.863,102.751,975.17,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Kretek,340203,384.467,3.674,6.736,96.281,218.894,61.236,68.254,42.017,881.559,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Pundong,340204,230.32,15.439,21.785,137.598,102.174,41.86,131.206,73.548,753.93,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Bambanglipuro,340205,256.079,39.64,36.34,179.675,172.699,53.544,190.987,73.01,1001.974,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Pandak,340206,265.639,47.154,48.395,178.99,95.122,57.852,90.329,51.647,835.128,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Pajangan,340207,100.832,17.712,16.963,72.842,16.814,14.618,32.579,4.091,276.451,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Bantul,340208,217.919,31.578,23.462,130.415,130.602,184.615,136.805,49.955,905.351,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Jetis,340209,376.376,23.347,29.81,109.318,120.468,105.176,230.013,91.159,1085.667,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Imogiri,340210,393.117,62.433,71.3,300.644,213.238,96.334,173.546,58.391,1369.003,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Dlingo,340211,395.937,44.372,68.227,164.133,45.763,12.171,5.425,4.312,740.34,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Banguntapan,340212,235.16,42.033,41.807,105.957,58.056,65.617,72.839,25.107,646.576,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Pleret,340213,135.643,32.763,37.181,204.268,95.765,53.19,59.33,19.509,637.649,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Piyungan,340214,189.289,57.222,98.462,217.544,158.823,45.378,101.744,33.463,901.925,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Sewon,340215,257.624,31.088,36.817,177.087,116.602,131.723,192.302,60.72,1003.963,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Kasihan,340216,169.762,19.575,26.084,82.914,32.155,34.584,70.673,23.121,458.868,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Bantul,Sedayu,340217,149.212,51.322,52.738,231.748,102.095,68.231,100.039,6.581,761.966,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Wonosari,340301,1444.533,143.734,163.473,137.534,41.973,44.823,21.022,7.625,2004.717,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Nglipar,340302,594.611,81.687,52.805,71.846,28.162,13.921,1.52,3.12,847.672,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Playen,340303,1043.168,68.209,46.072,50.041,25.858,11.906,0.434,1.612,1247.3,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Patuk,340304,532.217,82.943,54.825,121.864,106.564,32.949,3.355,3.758,938.475,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Paliyan,340305,890.031,57.231,78.299,38.746,5.893,2.825,3.794,2.18,1078.999,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Panggang,340306,672.136,45.522,106.568,93.352,24.125,18.601,12.727,9.51,982.541,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Tepus,340307,1423.859,85.396,138.128,130.734,22.913,22.994,14.95,15.357,1854.331,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Semanu,340308,2021.586,185.552,230.818,215.011,20.387,27.034,12.125,11.765,2724.278,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Karangmojo,340309,1346.655,124.693,74.338,80.766,39.971,12.857,4.533,6.676,1690.489,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Ponjong,340310,1434.395,148.649,153.839,184.0,42.01,16.745,20.467,41.422,2041.527,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Rongkop,340311,1554.794,66.302,166.09,152.575,17.08,21.854,9.885,11.768,2000.348,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Semin,340312,1283.078,274.114,236.127,214.316,78.178,42.275,2.573,7.107,2137.768,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Ngawen,340313,856.365,172.229,114.004,79.225,51.113,87.225,2.0,8.556,1370.717,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Gedangsari,340314,497.166,162.322,85.067,79.208,88.214,31.249,0.977,2.062,946.265,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Saptosari,340315,766.695,59.346,113.081,92.192,16.977,13.508,9.005,11.441,1082.245,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Girisubo,340316,1505.939,78.186,127.257,104.025,24.871,32.168,15.861,20.775,1909.082,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Tanjungsari,340317,1118.818,65.436,87.535,84.255,22.411,18.897,11.479,12.338,1421.169,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Gunungkidul,Purwosari,340318,360.236,28.626,46.998,62.013,23.072,21.485,23.865,9.339,575.634,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Gamping,340401,160.155,24.847,35.585,114.26,97.87,94.544,65.896,21.284,614.441,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Godean,340402,196.754,42.805,69.459,210.245,162.912,147.694,102.135,20.259,952.263,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Moyudan,340403,250.134,112.934,123.089,341.044,155.883,71.348,64.402,12.661,1131.495,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Minggir,340404,233.95,109.468,164.653,353.562,146.844,63.075,41.299,7.8,1120.651,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Seyegan,340405,111.322,35.95,55.821,340.324,219.867,137.871,138.779,15.865,1055.799,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Mlati,340406,107.574,31.299,53.564,208.723,121.061,105.538,68.26,8.016,704.035,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Depok,340407,67.463,13.321,19.95,53.467,34.744,19.214,7.305,2.885,218.349,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Berbah,340408,240.803,66.429,77.171,187.614,104.462,100.514,158.987,63.409,999.389,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Prambanan,340409,409.642,73.23,93.634,157.736,173.643,98.87,53.764,38.528,1099.047,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Kalasan,340410,212.442,94.385,115.308,360.969,192.13,165.708,154.025,27.414,1322.381,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Ngemplak,340411,166.773,94.221,89.215,381.0,236.376,198.112,167.528,25.167,1358.392,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Ngaglik,340412,209.743,46.681,67.409,340.216,188.957,154.019,148.03,13.447,1168.502,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Sleman,340413,151.137,30.251,48.773,397.381,218.78,163.853,198.052,13.296,1221.523,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Tempel,340414,153.112,38.508,53.517,368.891,164.039,116.776,139.947,15.206,1049.996,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Turi,340415,51.387,13.3,15.719,95.52,46.417,30.967,31.236,3.426,287.972,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Pakem,340416,178.383,38.377,53.94,251.198,154.632,108.755,68.753,10.75,864.788,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Sleman,Cangkringan,340417,103.957,32.473,45.059,246.052,184.43,76.169,49.036,11.714,748.89,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Tegalrejo,347101,1.979,0.135,0.18,1.844,1.214,0.72,0.0,0.0,6.072,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Jetis,347102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Gondokusuman,347103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Danurejan,347104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Gedongtengen,347105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Ngampilan,347106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Wirobrajan,347107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Mantrijeron,347108,0.321,0.0,0.0,0.046,0.046,0.0,0.0,0.0,0.413,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Kraton,347109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Gondomanan,347110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Pakualaman,347111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Mergangsan,347112,1.239,0.048,0.0,0.048,0.0,0.0,0.953,1.096,3.384,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Umbulharjo,347113,5.6,0.988,0.988,2.086,0.604,0.439,1.318,1.372,13.395,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
5 - 16 Agustus 2026,2026-08-05,2026-08-16,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Kotagede,347114,1.677,0.047,0.14,0.093,0.093,0.233,0.186,0.14,2.609,simotandi_sentinel1/12,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Temon,340101,74.54,1.105,1.414,8.307,21.253,134.323,915.517,43.876,1200.335,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Wates,340102,106.668,1.479,1.267,4.753,25.716,21.545,761.458,97.955,1020.841,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Panjatan,340103,134.771,28.676,31.345,338.216,411.862,55.188,193.319,37.651,1231.028,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Galur,340104,28.001,2.829,16.194,360.853,720.312,8.691,15.948,7.051,1159.879,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Lendah,340105,32.936,1.298,6.102,28.348,323.388,206.748,115.254,4.068,718.142,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Sentolo,340106,125.546,8.446,31.41,26.666,54.565,507.927,576.679,20.972,1352.211,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Pengasih,340107,112.057,10.783,19.176,20.288,34.24,124.952,349.178,63.366,734.04,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Kokap,340108,14.625,2.654,0.364,0.573,2.55,5.621,64.745,12.387,103.519,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Girimulyo,340109,76.245,35.716,77.592,28.159,29.795,57.376,128.326,18.05,451.259,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Nanggulan,340110,119.574,280.549,260.908,281.154,40.752,128.442,157.514,90.156,1359.049,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Samigaluh,340111,143.945,28.967,26.68,27.633,14.547,56.917,164.654,34.557,497.9,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Kulon Progo,Kalibawang,340112,149.963,250.679,101.133,24.207,10.599,23.976,59.846,60.217,680.62,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Srandakan,340201,72.253,16.766,34.505,158.169,25.566,24.316,80.127,73.133,484.835,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Sanden,340202,138.688,69.395,28.092,15.893,45.301,117.986,411.964,147.85,975.169,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Kretek,340203,101.981,67.265,224.782,113.898,25.578,35.611,178.29,134.153,881.558,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Pundong,340204,71.837,71.252,43.705,84.755,56.984,82.01,233.516,109.871,753.93,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Bambanglipuro,340205,92.288,45.107,37.613,86.726,79.656,180.523,374.62,105.439,1001.972,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Pandak,340206,108.943,9.414,19.726,188.532,106.29,150.021,189.516,62.687,835.129,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Pajangan,340207,67.753,3.792,11.625,15.417,16.464,71.445,78.779,11.176,276.451,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Bantul,340208,124.585,5.83,13.573,107.42,193.571,253.134,168.197,39.041,905.351,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Jetis,340209,141.903,70.679,70.36,176.037,127.021,133.848,253.315,112.503,1085.666,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Imogiri,340210,363.861,28.231,34.504,170.831,121.669,175.235,358.915,115.758,1369.004,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Dlingo,340211,359.354,26.985,55.499,28.932,6.19,37.139,137.705,88.535,740.339,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Banguntapan,340212,182.915,29.169,31.426,53.317,52.189,92.981,146.467,58.113,646.577,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Pleret,340213,148.037,5.451,15.55,39.993,37.583,115.733,228.883,46.419,637.649,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Piyungan,340214,212.906,18.908,34.248,21.69,24.901,134.279,355.176,99.818,901.926,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Sewon,340215,196.763,23.621,38.413,131.301,97.865,152.668,280.446,82.885,1003.962,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Kasihan,340216,95.105,13.892,15.98,47.504,36.624,65.573,155.384,28.804,458.866,simontadi2/15,2026-08-30T16:43:22.197914+00:00
14 - 25 Maret 2026,2026-03-14,2026-03-25,Daerah Istimewa Yogyakarta,Bantul,Sedayu,340217,122.203,16.407,23.033,75.863,68.825,197.244,214.656,43.735,761.966,simontadi2/15,2026-08-30T16:43:22.197914+00:00
