tanggal,varian,harga,sebaran_pasar,n_pasar,satuan,komoditas
2024-06-05,Beras Premium,14917.0,941.2,3,kg,Beras
2024-06-05,Beras SPHP Bulog,12500.0,0.0,4,kg,Beras
2024-06-05,Cabai Merah Besar,47867.0,8291.9,5,kg,Cabai
2024-06-05,Cabai Merah Keriting,38333.0,11771.0,5,kg,Cabai
2024-06-05,Cabai Rawit Hijau,32867.0,8342.0,5,kg,Cabai
2024-06-05,Cabai Rawit Merah,31800.0,2433.6,5,kg,Cabai
2024-06-05,Daging Ayam Kampung,96100.0,14441.3,5,ekor,Daging Ayam
2024-06-05,Daging Ayam Ras,35333.0,1633.0,5,kg,Daging Ayam
2024-06-05,Daging Sapi Paha Belakang,133000.0,2738.6,5,kg,Daging Ruminansia
2024-06-05,Daging Sapi Paha Depan,125000.0,14142.1,5,kg,Daging Ruminansia
2024-06-05,Daging Sapi Sandung Lamur,94333.0,19314.6,5,kg,Daging Ruminansia
2024-06-05,Daging Sapi Tetelan,71250.0,15478.5,4,kg,Daging Ruminansia
2024-06-05,Garam Halus,12600.0,2190.9,5,kg,Garam
2024-06-05,Gula Pasir Curah,17200.0,447.2,5,kg,Gula
2024-06-05,Gula Pasir Kemasan,18200.0,1036.8,5,kg,Gula
2024-06-05,Ikan Bandeng,36800.0,4658.3,5,kg,Ikan
2024-06-05,Ikan Kembung,37333.0,1885.6,2,kg,Ikan
2024-06-05,Ikan Teri,55467.0,14458.0,5,kg,Ikan
2024-06-05,Ikan Tongkol,30067.0,5946.1,5,kg,Ikan
2024-06-05,Jagung Lokal Pipilan,11083.0,589.3,2,kg,Jagung
2024-06-05,Jeruk Lokal,22000.0,2449.5,5,kg,Jeruk
2024-06-05,Kacang Hijau,21667.0,1870.8,5,kg,Kacang-Kacangan
2024-06-05,Kacang Panjang,9000.0,1000.0,5,kg,Kacang Panjang
2024-06-05,Kacang Tanah,28133.0,767.4,5,kg,Kacang-Kacangan
2024-06-05,Kangkung,7900.0,741.6,5,kg,Kangkung
2024-06-05,Kedelai Impor,13220.0,2053.5,5,kg,Kedelai
2024-06-05,Kedelai Lokal,16000.0,5656.9,2,kg,Kedelai
2024-06-05,Kentang Sedang,18800.0,1303.8,5,kg,Kentang
2024-06-05,Ketela Pohon,6100.0,741.6,5,kg,Ketela Pohon
2024-06-05,Ketimun Sedang,6700.0,836.7,5,kg,Ketimun
2024-06-05,Mie Instan,3060.0,194.9,5,bks,Mie Instan
2024-06-05,Minyak Goreng Sawit Curah,15800.0,836.7,5,lt,Minyak Sawit
2024-06-05,Minyak Goreng Sawit Kemasan Premium,17833.0,471.4,5,lt,Minyak Sawit
2024-06-05,Minyakita,15433.0,434.6,5,lt,Minyak Sawit
2024-06-05,Pisang Lokal,16900.0,2437.0,5,kg,Pisang
2024-06-05,Sawi Hijau,7300.0,1788.9,5,kg,Sawi Hijau
2024-06-05,Susu Bubuk,43000.0,,1,400gr,Susu
2024-06-05,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2024-06-05,Susu Kental Manis,13560.0,2396.5,5,370gr,Susu
2024-06-05,Tahu Putih,11467.0,1243.9,5,kg,Kedelai
2024-06-05,Telur Ayam Kampung,56800.0,11777.1,5,kg,Telur Ayam
2024-06-05,Telur Ayam Ras,26833.0,471.4,5,kg,Telur Ayam
2024-06-05,Tempe Bungkus,14367.0,1894.4,5,kg,Kedelai
2024-06-05,Tepung Terigu,10900.0,1341.6,5,kg,Tepung Terigu
2024-06-05,Tomat,17000.0,2000.0,5,kg,Tomat
2024-06-05,Udang Basah,78200.0,2949.6,5,kg,Udang
2024-06-06,Bawang Bombai,50533.0,10843.8,5,kg,Bawang
2024-06-06,Bawang Merah,40400.0,4722.3,5,kg,Bawang
2024-06-06,Bawang Putih Honan,36800.0,1709.5,5,kg,Bawang
2024-06-06,Bawang Putih Kating,43800.0,1501.9,5,kg,Bawang
2024-06-06,Beras Khusus,19833.0,235.7,2,kg,Beras
2024-06-06,Beras Medium,13737.0,639.9,5,kg,Beras
2024-06-06,Beras Premium,14917.0,941.2,3,kg,Beras
2024-06-06,Beras SPHP Bulog,12500.0,0.0,4,kg,Beras
2024-06-06,Cabai Merah Besar,47867.0,8291.9,5,kg,Cabai
2024-06-06,Cabai Merah Keriting,39533.0,11601.2,5,kg,Cabai
2024-06-06,Cabai Rawit Hijau,32933.0,8384.5,5,kg,Cabai
2024-06-06,Cabai Rawit Merah,31600.0,2487.7,5,kg,Cabai
2024-06-06,Daging Ayam Kampung,96100.0,14441.3,5,ekor,Daging Ayam
2024-06-06,Daging Ayam Ras,35333.0,1633.0,5,kg,Daging Ayam
2024-06-06,Daging Sapi Paha Belakang,133000.0,2738.6,5,kg,Daging Ruminansia
2024-06-06,Daging Sapi Paha Depan,125000.0,14142.1,5,kg,Daging Ruminansia
2024-06-06,Daging Sapi Sandung Lamur,94333.0,19314.6,5,kg,Daging Ruminansia
2024-06-06,Daging Sapi Tetelan,71250.0,15478.5,4,kg,Daging Ruminansia
2024-06-06,Garam Halus,12600.0,2190.9,5,kg,Garam
2024-06-06,Gula Pasir Curah,17200.0,447.2,5,kg,Gula
2024-06-06,Gula Pasir Kemasan,18200.0,1036.8,5,kg,Gula
2024-06-06,Ikan Bandeng,36800.0,4658.3,5,kg,Ikan
2024-06-06,Ikan Kembung,37333.0,1885.6,2,kg,Ikan
2024-06-06,Ikan Teri,55467.0,14458.0,5,kg,Ikan
2024-06-06,Ikan Tongkol,30067.0,5946.1,5,kg,Ikan
2024-06-06,Jagung Lokal Pipilan,11083.0,589.3,2,kg,Jagung
2024-06-06,Jeruk Lokal,21800.0,2774.9,5,kg,Jeruk
2024-06-06,Kacang Hijau,21667.0,1870.8,5,kg,Kacang-Kacangan
2024-06-06,Kacang Panjang,9400.0,894.4,5,kg,Kacang Panjang
2024-06-06,Kacang Tanah,28133.0,767.4,5,kg,Kacang-Kacangan
2024-06-06,Kangkung,7900.0,741.6,5,kg,Kangkung
2024-06-06,Kedelai Impor,13220.0,2053.5,5,kg,Kedelai
2024-06-06,Kedelai Lokal,16000.0,5656.9,2,kg,Kedelai
2024-06-06,Kentang Sedang,18800.0,1303.8,5,kg,Kentang
2024-06-06,Ketela Pohon,6100.0,741.6,5,kg,Ketela Pohon
2024-06-06,Ketimun Sedang,6800.0,836.7,5,kg,Ketimun
2024-06-06,Mie Instan,3060.0,194.9,5,bks,Mie Instan
2024-06-06,Minyak Goreng Sawit Curah,15800.0,836.7,5,lt,Minyak Sawit
2024-06-06,Minyak Goreng Sawit Kemasan Premium,17800.0,447.2,5,lt,Minyak Sawit
2024-06-06,Minyakita,15433.0,434.6,5,lt,Minyak Sawit
2024-06-06,Pisang Lokal,16900.0,2437.0,5,kg,Pisang
2024-06-06,Sawi Hijau,7500.0,1658.3,5,kg,Sawi Hijau
2024-06-06,Susu Bubuk,43000.0,,1,400gr,Susu
2024-06-06,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2024-06-06,Susu Kental Manis,13560.0,2396.5,5,370gr,Susu
2024-06-06,Tahu Putih,11467.0,1243.9,5,kg,Kedelai
2024-06-06,Telur Ayam Kampung,56800.0,11777.1,5,kg,Telur Ayam
2024-06-06,Telur Ayam Ras,26800.0,462.5,5,kg,Telur Ayam
2024-06-06,Tempe Bungkus,14367.0,1894.4,5,kg,Kedelai
2024-06-06,Tepung Terigu,10900.0,1341.6,5,kg,Tepung Terigu
2024-06-06,Tomat,17200.0,1923.5,5,kg,Tomat
2024-06-06,Udang Basah,78200.0,2949.6,5,kg,Udang
2024-06-07,Bawang Bombai,50867.0,11039.3,5,kg,Bawang
2024-06-07,Bawang Merah,39067.0,3209.4,5,kg,Bawang
2024-06-07,Bawang Putih Honan,36800.0,1709.5,5,kg,Bawang
2024-06-07,Bawang Putih Kating,43667.0,1433.7,5,kg,Bawang
2024-06-07,Beras Khusus,19833.0,235.7,2,kg,Beras
2024-06-07,Beras Medium,13737.0,639.9,5,kg,Beras
2024-06-07,Beras Premium,14917.0,941.2,3,kg,Beras
2024-06-07,Beras SPHP Bulog,12500.0,0.0,4,kg,Beras
2024-06-07,Cabai Merah Besar,46867.0,7478.1,5,kg,Cabai
2024-06-07,Cabai Merah Keriting,38667.0,10734.2,5,kg,Cabai
2024-06-07,Cabai Rawit Hijau,33267.0,8680.8,5,kg,Cabai
2024-06-07,Cabai Rawit Merah,31933.0,2861.6,5,kg,Cabai
2024-06-07,Daging Ayam Kampung,96100.0,14441.3,5,ekor,Daging Ayam
2024-06-07,Daging Ayam Ras,34600.0,2553.9,5,kg,Daging Ayam
2024-06-07,Daging Sapi Paha Belakang,132000.0,2738.6,5,kg,Daging Ruminansia
2024-06-07,Daging Sapi Paha Depan,125000.0,14142.1,5,kg,Daging Ruminansia
2024-06-07,Daging Sapi Sandung Lamur,93333.0,20344.3,5,kg,Daging Ruminansia
2024-06-07,Daging Sapi Tetelan,71250.0,15478.5,4,kg,Daging Ruminansia
2024-06-07,Garam Halus,12600.0,2190.9,5,kg,Garam
2024-06-07,Gula Pasir Curah,17200.0,447.2,5,kg,Gula
2024-06-07,Gula Pasir Kemasan,18200.0,1036.8,5,kg,Gula
2024-06-07,Ikan Bandeng,36800.0,4658.3,5,kg,Ikan
2024-06-07,Ikan Kembung,37333.0,1885.6,2,kg,Ikan
2024-06-07,Ikan Teri,55467.0,14458.0,5,kg,Ikan
2024-06-07,Ikan Tongkol,30067.0,5946.1,5,kg,Ikan
2024-06-07,Jagung Lokal Pipilan,11083.0,589.3,2,kg,Jagung
2024-06-07,Jeruk Lokal,21800.0,2774.9,5,kg,Jeruk
2024-06-07,Kacang Hijau,21667.0,1870.8,5,kg,Kacang-Kacangan
2024-06-07,Kacang Panjang,9600.0,894.4,5,kg,Kacang Panjang
2024-06-07,Kacang Tanah,28133.0,767.4,5,kg,Kacang-Kacangan
2024-06-07,Kangkung,7900.0,741.6,5,kg,Kangkung
2024-06-07,Kedelai Impor,13220.0,2053.5,5,kg,Kedelai
2024-06-07,Kedelai Lokal,16000.0,5656.9,2,kg,Kedelai
2024-06-07,Kentang Sedang,18400.0,1140.2,5,kg,Kentang
2024-06-07,Ketela Pohon,6100.0,741.6,5,kg,Ketela Pohon
2024-06-07,Ketimun Sedang,7000.0,1000.0,5,kg,Ketimun
2024-06-07,Mie Instan,3060.0,194.9,5,bks,Mie Instan
2024-06-07,Minyak Goreng Sawit Curah,15800.0,836.7,5,lt,Minyak Sawit
2024-06-07,Minyak Goreng Sawit Kemasan Premium,17800.0,447.2,5,lt,Minyak Sawit
2024-06-07,Minyakita,15433.0,434.6,5,lt,Minyak Sawit
2024-06-07,Pisang Lokal,17100.0,2772.9,5,kg,Pisang
2024-06-07,Sawi Hijau,7500.0,1658.3,5,kg,Sawi Hijau
2024-06-07,Susu Bubuk,43500.0,,1,400gr,Susu
2024-06-07,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2024-06-07,Susu Kental Manis,13560.0,2396.5,5,370gr,Susu
2024-06-07,Tahu Putih,11467.0,1243.9,5,kg,Kedelai
2024-06-07,Telur Ayam Kampung,56800.0,11777.1,5,kg,Telur Ayam
2024-06-07,Telur Ayam Ras,26900.0,252.8,5,kg,Telur Ayam
2024-06-07,Tempe Bungkus,14367.0,1894.4,5,kg,Kedelai
2024-06-07,Tepung Terigu,10900.0,1341.6,5,kg,Tepung Terigu
2024-06-07,Tomat,17200.0,1923.5,5,kg,Tomat
2024-06-07,Udang Basah,78200.0,2949.6,5,kg,Udang
2024-06-10,Bawang Bombai,44400.0,10114.3,5,kg,Bawang
2024-06-10,Bawang Merah,37933.0,3904.4,5,kg,Bawang
2024-06-10,Bawang Putih Honan,36600.0,1479.5,5,kg,Bawang
2024-06-10,Bawang Putih Kating,43267.0,1534.8,5,kg,Bawang
2024-06-10,Beras Khusus,19833.0,235.7,2,kg,Beras
2024-06-10,Beras Medium,13737.0,639.9,5,kg,Beras
2024-06-10,Beras Premium,14917.0,941.2,3,kg,Beras
2024-06-10,Beras SPHP Bulog,12750.0,500.0,4,kg,Beras
2024-06-10,Cabai Merah Besar,49867.0,3571.5,5,kg,Cabai
2024-06-10,Cabai Merah Keriting,43133.0,8817.9,5,kg,Cabai
2024-06-10,Cabai Rawit Hijau,35800.0,9654.0,5,kg,Cabai
2024-06-10,Cabai Rawit Merah,38200.0,4438.5,5,kg,Cabai
2024-06-10,Daging Ayam Kampung,96100.0,14441.3,5,ekor,Daging Ayam
2024-06-10,Daging Ayam Ras,34200.0,2180.7,5,kg,Daging Ayam
2024-06-10,Daging Sapi Paha Belakang,133000.0,2738.6,5,kg,Daging Ruminansia
2024-06-10,Daging Sapi Paha Depan,125000.0,14142.1,5,kg,Daging Ruminansia
2024-06-10,Daging Sapi Sandung Lamur,93333.0,20344.3,5,kg,Daging Ruminansia
2024-06-10,Daging Sapi Tetelan,71250.0,15478.5,4,kg,Daging Ruminansia
2024-06-10,Garam Halus,12600.0,2190.9,5,kg,Garam
2024-06-10,Gula Pasir Curah,17200.0,447.2,5,kg,Gula
2024-06-10,Gula Pasir Kemasan,18200.0,1036.8,5,kg,Gula
2024-06-10,Ikan Bandeng,36600.0,4980.0,5,kg,Ikan
2024-06-10,Ikan Kembung,37500.0,2121.3,2,kg,Ikan
2024-06-10,Ikan Teri,55467.0,14458.0,5,kg,Ikan
2024-06-10,Ikan Tongkol,30133.0,6021.3,5,kg,Ikan
2024-06-10,Jagung Lokal Pipilan,11083.0,589.3,2,kg,Jagung
2024-06-10,Jeruk Lokal,21800.0,2774.9,5,kg,Jeruk
2024-06-10,Kacang Hijau,21667.0,1870.8,5,kg,Kacang-Kacangan
2024-06-10,Kacang Panjang,9600.0,894.4,5,kg,Kacang Panjang
2024-06-10,Kacang Tanah,28200.0,767.4,5,kg,Kacang-Kacangan
2024-06-10,Kangkung,7900.0,741.6,5,kg,Kangkung
2024-06-10,Kedelai Impor,13160.0,2133.8,5,kg,Kedelai
2024-06-10,Kedelai Lokal,16000.0,5656.9,2,kg,Kedelai
2024-06-10,Kentang Sedang,18600.0,1341.6,5,kg,Kentang
2024-06-10,Ketela Pohon,6100.0,741.6,5,kg,Ketela Pohon
2024-06-10,Ketimun Sedang,7000.0,1000.0,5,kg,Ketimun
2024-06-10,Mie Instan,3060.0,194.9,5,bks,Mie Instan
2024-06-10,Minyak Goreng Sawit Curah,15800.0,836.7,5,lt,Minyak Sawit
2024-06-10,Minyak Goreng Sawit Kemasan Premium,17800.0,447.2,5,lt,Minyak Sawit
2024-06-10,Minyakita,15433.0,434.6,5,lt,Minyak Sawit
2024-06-10,Pisang Lokal,17100.0,2772.9,5,kg,Pisang
2024-06-10,Sawi Hijau,7300.0,1788.9,5,kg,Sawi Hijau
2024-06-10,Susu Bubuk,43500.0,,1,400gr,Susu
2024-06-10,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2024-06-10,Susu Kental Manis,13560.0,2396.5,5,370gr,Susu
2024-06-10,Tahu Putih,11467.0,1243.9,5,kg,Kedelai
2024-06-10,Telur Ayam Kampung,56800.0,11777.1,5,kg,Telur Ayam
2024-06-10,Telur Ayam Ras,27033.0,74.5,5,kg,Telur Ayam
2024-06-10,Tempe Bungkus,14367.0,1894.4,5,kg,Kedelai
2024-06-10,Tepung Terigu,10900.0,1341.6,5,kg,Tepung Terigu
2024-06-10,Tomat,14800.0,4147.3,5,kg,Tomat
2024-06-10,Udang Basah,78200.0,2949.6,5,kg,Udang
2024-06-11,Bawang Bombai,45400.0,10886.8,5,kg,Bawang
2024-06-11,Bawang Merah,37933.0,4078.4,5,kg,Bawang
2024-06-11,Bawang Putih Honan,36600.0,1479.5,5,kg,Bawang
2024-06-11,Bawang Putih Kating,43267.0,1534.8,5,kg,Bawang
2024-06-11,Beras Khusus,19833.0,235.7,2,kg,Beras
2024-06-11,Beras Medium,13737.0,639.9,5,kg,Beras
2024-06-11,Beras Premium,14917.0,941.2,3,kg,Beras
2024-06-11,Beras SPHP Bulog,12500.0,0.0,4,kg,Beras
2024-06-11,Cabai Merah Besar,53867.0,5766.8,5,kg,Cabai
2024-06-11,Cabai Merah Keriting,43800.0,8977.1,5,kg,Cabai
2024-06-11,Cabai Rawit Hijau,38467.0,10996.5,5,kg,Cabai
2024-06-11,Cabai Rawit Merah,38533.0,2599.1,5,kg,Cabai
2024-06-11,Daging Ayam Kampung,96100.0,14441.3,5,ekor,Daging Ayam
2024-06-11,Daging Ayam Ras,34333.0,2121.3,5,kg,Daging Ayam
2024-06-11,Daging Sapi Paha Belakang,133000.0,2738.6,5,kg,Daging Ruminansia
2024-06-11,Daging Sapi Paha Depan,125000.0,14142.1,5,kg,Daging Ruminansia
2024-06-11,Daging Sapi Sandung Lamur,93333.0,20344.3,5,kg,Daging Ruminansia
2024-06-11,Daging Sapi Tetelan,71250.0,15478.5,4,kg,Daging Ruminansia
2024-06-11,Garam Halus,12600.0,2190.9,5,kg,Garam
2024-06-11,Gula Pasir Curah,17200.0,447.2,5,kg,Gula
2024-06-11,Gula Pasir Kemasan,18200.0,1036.8,5,kg,Gula
2024-06-11,Ikan Bandeng,36600.0,4980.0,5,kg,Ikan
2024-06-11,Ikan Kembung,37333.0,1885.6,2,kg,Ikan
2024-06-11,Ikan Teri,55467.0,14458.0,5,kg,Ikan
2024-06-11,Ikan Tongkol,30133.0,6021.3,5,kg,Ikan
2024-06-11,Jagung Lokal Pipilan,11167.0,471.4,2,kg,Jagung
2024-06-11,Jeruk Lokal,21800.0,2774.9,5,kg,Jeruk
2024-06-11,Kacang Hijau,21667.0,1870.8,5,kg,Kacang-Kacangan
2024-06-11,Kacang Panjang,10000.0,1414.2,5,kg,Kacang Panjang
2024-06-11,Kacang Tanah,28233.0,778.2,5,kg,Kacang-Kacangan
2024-06-11,Kangkung,7900.0,741.6,5,kg,Kangkung
2024-06-11,Kedelai Impor,13160.0,2133.8,5,kg,Kedelai
2024-06-11,Kedelai Lokal,16000.0,5656.9,2,kg,Kedelai
2024-06-11,Kentang Sedang,18800.0,1303.8,5,kg,Kentang
2024-06-11,Ketela Pohon,6100.0,741.6,5,kg,Ketela Pohon
2024-06-11,Ketimun Sedang,7000.0,1000.0,5,kg,Ketimun
2024-06-11,Mie Instan,3060.0,194.9,5,bks,Mie Instan
2024-06-11,Minyak Goreng Sawit Curah,15900.0,741.6,5,lt,Minyak Sawit
2024-06-11,Minyak Goreng Sawit Kemasan Premium,17800.0,447.2,5,lt,Minyak Sawit
2024-06-11,Minyakita,15433.0,434.6,5,lt,Minyak Sawit
2024-06-11,Pisang Lokal,17100.0,2772.9,5,kg,Pisang
2024-06-11,Sawi Hijau,7300.0,1788.9,5,kg,Sawi Hijau
2024-06-11,Susu Bubuk,43500.0,,1,400gr,Susu
2024-06-11,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2024-06-11,Susu Kental Manis,13560.0,2396.5,5,370gr,Susu
2024-06-11,Tahu Putih,11467.0,1243.9,5,kg,Kedelai
2024-06-11,Telur Ayam Kampung,56800.0,11777.1,5,kg,Telur Ayam
2024-06-11,Telur Ayam Ras,27067.0,91.3,5,kg,Telur Ayam
2024-06-11,Tempe Bungkus,14367.0,1894.4,5,kg,Kedelai
2024-06-11,Tepung Terigu,10900.0,1341.6,5,kg,Tepung Terigu
2024-06-11,Tomat,14200.0,3768.3,5,kg,Tomat
2024-06-11,Udang Basah,78200.0,2949.6,5,kg,Udang
2024-06-12,Bawang Bombai,45467.0,10259.4,5,kg,Bawang
2024-06-12,Bawang Merah,37600.0,3854.3,5,kg,Bawang
2024-06-12,Bawang Putih Honan,36533.0,1425.9,5,kg,Bawang
2024-06-12,Bawang Putih Kating,43067.0,1588.2,5,kg,Bawang
2024-06-12,Beras Khusus,19833.0,235.7,2,kg,Beras
2024-06-12,Beras Medium,13737.0,639.9,5,kg,Beras
2024-06-12,Beras Premium,14917.0,941.2,3,kg,Beras
2024-06-12,Beras SPHP Bulog,12500.0,0.0,4,kg,Beras
2024-06-12,Cabai Merah Besar,54067.0,5604.6,5,kg,Cabai
2024-06-12,Cabai Merah Keriting,44267.0,9301.7,5,kg,Cabai
2024-06-12,Cabai Rawit Hijau,38467.0,10996.5,5,kg,Cabai
2024-06-12,Cabai Rawit Merah,36800.0,2754.8,5,kg,Cabai
2024-06-12,Daging Ayam Kampung,96100.0,14441.3,5,ekor,Daging Ayam
2024-06-12,Daging Ayam Ras,34533.0,2243.5,5,kg,Daging Ayam
2024-06-12,Daging Sapi Paha Belakang,133000.0,2738.6,5,kg,Daging Ruminansia
2024-06-12,Daging Sapi Paha Depan,125000.0,14142.1,5,kg,Daging Ruminansia
2024-06-12,Daging Sapi Sandung Lamur,93333.0,20344.3,5,kg,Daging Ruminansia
2024-06-12,Daging Sapi Tetelan,71250.0,15478.5,4,kg,Daging Ruminansia
2024-06-12,Garam Halus,12600.0,2190.9,5,kg,Garam
2024-06-12,Gula Pasir Curah,17000.0,707.1,5,kg,Gula
2024-06-12,Gula Pasir Kemasan,18200.0,1036.8,5,kg,Gula
2024-06-12,Ikan Bandeng,36600.0,4980.0,5,kg,Ikan
2024-06-12,Ikan Kembung,37333.0,1885.6,2,kg,Ikan
2024-06-12,Ikan Teri,55467.0,14458.0,5,kg,Ikan
2024-06-12,Ikan Tongkol,29867.0,6099.2,5,kg,Ikan
2024-06-12,Jagung Lokal Pipilan,11167.0,471.4,2,kg,Jagung
2024-06-12,Jeruk Lokal,21800.0,2774.9,5,kg,Jeruk
2024-06-12,Kacang Hijau,21667.0,1870.8,5,kg,Kacang-Kacangan
2024-06-12,Kacang Panjang,10200.0,1483.2,5,kg,Kacang Panjang
2024-06-12,Kacang Tanah,28233.0,778.2,5,kg,Kacang-Kacangan
2024-06-12,Kangkung,7900.0,741.6,5,kg,Kangkung
2024-06-12,Kedelai Impor,13160.0,2133.8,5,kg,Kedelai
2024-06-12,Kedelai Lokal,16000.0,5656.9,2,kg,Kedelai
2024-06-12,Kentang Sedang,18800.0,1095.4,5,kg,Kentang
2024-06-12,Ketela Pohon,6100.0,741.6,5,kg,Ketela Pohon
2024-06-12,Ketimun Sedang,7200.0,1095.4,5,kg,Ketimun
2024-06-12,Mie Instan,3060.0,194.9,5,bks,Mie Instan
2024-06-12,Minyak Goreng Sawit Curah,15900.0,741.6,5,lt,Minyak Sawit
2024-06-12,Minyak Goreng Sawit Kemasan Premium,17800.0,447.2,5,lt,Minyak Sawit
2024-06-12,Minyakita,15333.0,589.3,5,lt,Minyak Sawit
2024-06-12,Pisang Lokal,17100.0,2772.9,5,kg,Pisang
2024-06-12,Sawi Hijau,7500.0,1658.3,5,kg,Sawi Hijau
2024-06-12,Susu Bubuk,43500.0,,1,400gr,Susu
2024-06-12,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2024-06-12,Susu Kental Manis,13560.0,2396.5,5,370gr,Susu
2024-06-12,Tahu Putih,11467.0,1243.9,5,kg,Kedelai
2024-06-12,Telur Ayam Kampung,56800.0,11777.1,5,kg,Telur Ayam
2024-06-12,Telur Ayam Ras,27200.0,217.3,5,kg,Telur Ayam
2024-06-12,Tempe Bungkus,14367.0,1894.4,5,kg,Kedelai
2024-06-12,Tepung Terigu,10900.0,1341.6,5,kg,Tepung Terigu
2024-06-12,Tomat,14400.0,3646.9,5,kg,Tomat
2024-06-12,Udang Basah,78200.0,2949.6,5,kg,Udang
2024-06-13,Bawang Bombai,44067.0,10334.4,5,kg,Bawang
2024-06-13,Bawang Merah,37600.0,4105.6,5,kg,Bawang
2024-06-13,Bawang Putih Honan,36533.0,1425.9,5,kg,Bawang
2024-06-13,Bawang Putih Kating,43067.0,1588.2,5,kg,Bawang
2024-06-13,Beras Khusus,19833.0,235.7,2,kg,Beras
2024-06-13,Beras Medium,13737.0,639.9,5,kg,Beras
2024-06-13,Beras Premium,14917.0,941.2,3,kg,Beras
2024-06-13,Beras SPHP Bulog,12500.0,0.0,4,kg,Beras
2024-06-13,Cabai Merah Besar,53800.0,4438.5,5,kg,Cabai
2024-06-13,Cabai Merah Keriting,45333.0,9783.8,5,kg,Cabai
2024-06-13,Cabai Rawit Hijau,38800.0,11388.6,5,kg,Cabai
2024-06-13,Cabai Rawit Merah,33133.0,4305.0,5,kg,Cabai
2024-06-13,Daging Ayam Kampung,96100.0,14441.3,5,ekor,Daging Ayam
2024-06-13,Daging Ayam Ras,34933.0,1622.8,5,kg,Daging Ayam
2024-06-13,Daging Sapi Paha Belakang,133000.0,2738.6,5,kg,Daging Ruminansia
2024-06-13,Daging Sapi Paha Depan,125000.0,14142.1,5,kg,Daging Ruminansia
2024-06-13,Daging Sapi Sandung Lamur,93333.0,20344.3,5,kg,Daging Ruminansia
2024-06-13,Daging Sapi Tetelan,71250.0,15478.5,4,kg,Daging Ruminansia
2024-06-13,Garam Halus,12600.0,2190.9,5,kg,Garam
2024-06-13,Gula Pasir Curah,17000.0,707.1,5,kg,Gula
2024-06-13,Gula Pasir Kemasan,18200.0,1036.8,5,kg,Gula
2024-06-13,Ikan Bandeng,36600.0,4980.0,5,kg,Ikan
2024-06-13,Ikan Kembung,37333.0,1885.6,2,kg,Ikan
2024-06-13,Ikan Teri,55467.0,14458.0,5,kg,Ikan
2024-06-13,Ikan Tongkol,29867.0,6099.2,5,kg,Ikan
2024-06-13,Jagung Lokal Pipilan,11167.0,471.4,2,kg,Jagung
2024-06-13,Jeruk Lokal,21800.0,2774.9,5,kg,Jeruk
2024-06-13,Kacang Hijau,21667.0,1870.8,5,kg,Kacang-Kacangan
2024-06-13,Kacang Panjang,10200.0,1483.2,5,kg,Kacang Panjang
2024-06-13,Kacang Tanah,28233.0,778.2,5,kg,Kacang-Kacangan
2024-06-13,Kangkung,7900.0,741.6,5,kg,Kangkung
2024-06-13,Kedelai Impor,13160.0,2133.8,5,kg,Kedelai
2024-06-13,Kedelai Lokal,16000.0,5656.9,2,kg,Kedelai
2024-06-13,Kentang Sedang,19200.0,1095.4,5,kg,Kentang
2024-06-13,Ketela Pohon,6100.0,741.6,5,kg,Ketela Pohon
2024-06-13,Ketimun Sedang,7200.0,1095.4,5,kg,Ketimun
2024-06-13,Mie Instan,3060.0,194.9,5,bks,Mie Instan
2024-06-13,Minyak Goreng Sawit Curah,15900.0,741.6,5,lt,Minyak Sawit
2024-06-13,Minyak Goreng Sawit Kemasan Premium,17833.0,471.4,5,lt,Minyak Sawit
2024-06-13,Minyakita,15333.0,589.3,5,lt,Minyak Sawit
2024-06-13,Pisang Lokal,17100.0,2772.9,5,kg,Pisang
2024-06-13,Sawi Hijau,7500.0,1658.3,5,kg,Sawi Hijau
2024-06-13,Susu Bubuk,43500.0,,1,400gr,Susu
2024-06-13,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2024-06-13,Susu Kental Manis,13560.0,2396.5,5,370gr,Susu
2024-06-13,Tahu Putih,11467.0,1243.9,5,kg,Kedelai
2024-06-13,Telur Ayam Kampung,56800.0,11777.1,5,kg,Telur Ayam
2024-06-13,Telur Ayam Ras,27300.0,415.0,5,kg,Telur Ayam
2024-06-13,Tempe Bungkus,14367.0,1894.4,5,kg,Kedelai
2024-06-13,Tepung Terigu,10900.0,1341.6,5,kg,Tepung Terigu
2024-06-13,Tomat,14400.0,3646.9,5,kg,Tomat
2024-06-13,Udang Basah,78200.0,2949.6,5,kg,Udang
2024-06-14,Bawang Bombai,44067.0,10334.4,5,kg,Bawang
2024-06-14,Bawang Merah,37600.0,4105.6,5,kg,Bawang
2024-06-14,Bawang Putih Honan,36533.0,1425.9,5,kg,Bawang
2024-06-14,Bawang Putih Kating,43067.0,1588.2,5,kg,Bawang
2024-06-14,Beras Khusus,19833.0,235.7,2,kg,Beras
2024-06-14,Beras Medium,13737.0,639.9,5,kg,Beras
2024-06-14,Beras Premium,14917.0,941.2,3,kg,Beras
