tanggal,varian,harga,sebaran_pasar,n_pasar,satuan,komoditas
2025-08-12,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-12,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-12,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-12,Sawi Hijau,8333.0,2886.8,3,kg,Sawi Hijau
2025-08-12,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-12,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-12,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-12,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-12,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-12,Telur Ayam Ras,27556.0,509.2,3,kg,Telur Ayam
2025-08-12,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-12,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-12,Tomat,16667.0,2886.8,3,kg,Tomat
2025-08-12,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-13,Bawang Bombai,35333.0,5033.2,3,kg,Bawang
2025-08-13,Bawang Merah,52000.0,5196.2,3,kg,Bawang
2025-08-13,Bawang Putih Honan,30000.0,2645.8,3,kg,Bawang
2025-08-13,Bawang Putih Kating,34222.0,1347.1,3,kg,Bawang
2025-08-13,Beras Khusus,19500.0,2121.3,2,kg,Beras
2025-08-13,Beras Medium,13083.0,520.4,3,kg,Beras
2025-08-13,Beras Premium,14925.0,106.1,2,kg,Beras
2025-08-13,Beras SPHP Bulog,12500.0,0.0,3,kg,Beras
2025-08-13,Cabai Merah Besar,36333.0,3214.6,3,kg,Cabai
2025-08-13,Cabai Merah Keriting,28667.0,6506.4,3,kg,Cabai
2025-08-13,Cabai Rawit Hijau,34000.0,6928.2,3,kg,Cabai
2025-08-13,Cabai Rawit Merah,28000.0,3464.1,3,kg,Cabai
2025-08-13,Daging Ayam Kampung,105000.0,5000.0,3,ekor,Daging Ayam
2025-08-13,Daging Ayam Ras,31000.0,1000.0,3,kg,Daging Ayam
2025-08-13,Daging Sapi Paha Belakang,130000.0,0.0,3,kg,Daging Ruminansia
2025-08-13,Daging Sapi Paha Depan,123333.0,11547.0,3,kg,Daging Ruminansia
2025-08-13,Daging Sapi Sandung Lamur,81667.0,2886.8,3,kg,Daging Ruminansia
2025-08-13,Daging Sapi Tetelan,70000.0,0.0,2,kg,Daging Ruminansia
2025-08-13,Garam Halus,12333.0,577.4,3,kg,Garam
2025-08-13,Gula Pasir Curah,17167.0,763.8,3,kg,Gula
2025-08-13,Gula Pasir Kemasan,18833.0,1258.3,3,kg,Gula
2025-08-13,Ikan Bandeng,35222.0,5872.1,3,kg,Ikan
2025-08-13,Ikan Teri,57000.0,17088.0,3,kg,Ikan
2025-08-13,Ikan Tongkol,33667.0,1527.5,3,kg,Ikan
2025-08-13,Jeruk Lokal,19000.0,3605.6,3,kg,Jeruk
2025-08-13,Kacang Hijau,22000.0,2645.8,3,kg,Kacang-Kacangan
2025-08-13,Kacang Panjang,7667.0,1527.5,3,kg,Kacang Panjang
2025-08-13,Kacang Tanah,27889.0,1644.3,3,kg,Kacang-Kacangan
2025-08-13,Kangkung,7167.0,1258.3,3,kg,Kangkung
2025-08-13,Kedelai Impor,10600.0,2088.1,3,kg,Kedelai
2025-08-13,Kedelai Lokal,12500.0,1322.9,3,kg,Kedelai
2025-08-13,Kentang Sedang,18667.0,1154.7,3,kg,Kentang
2025-08-13,Ketela Pohon,6333.0,577.4,3,kg,Ketela Pohon
2025-08-13,Ketimun Sedang,7667.0,577.4,3,kg,Ketimun
2025-08-13,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2025-08-13,Minyak Goreng Sawit Curah,18167.0,1258.3,3,lt,Minyak Sawit
2025-08-13,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-13,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-13,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-13,Sawi Hijau,8333.0,2886.8,3,kg,Sawi Hijau
2025-08-13,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-13,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-13,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-13,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-13,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-13,Telur Ayam Ras,27556.0,509.2,3,kg,Telur Ayam
2025-08-13,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-13,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-13,Tomat,16667.0,2886.8,3,kg,Tomat
2025-08-13,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-14,Bawang Bombai,35333.0,5033.2,3,kg,Bawang
2025-08-14,Bawang Merah,52000.0,5196.2,3,kg,Bawang
2025-08-14,Bawang Putih Honan,30000.0,2645.8,3,kg,Bawang
2025-08-14,Bawang Putih Kating,34222.0,1347.1,3,kg,Bawang
2025-08-14,Beras Khusus,19500.0,2121.3,2,kg,Beras
2025-08-14,Beras Medium,13083.0,520.4,3,kg,Beras
2025-08-14,Beras Premium,14925.0,106.1,2,kg,Beras
2025-08-14,Beras SPHP Bulog,12500.0,0.0,3,kg,Beras
2025-08-14,Cabai Merah Besar,36333.0,3214.6,3,kg,Cabai
2025-08-14,Cabai Merah Keriting,28667.0,6506.4,3,kg,Cabai
2025-08-14,Cabai Rawit Hijau,34000.0,6928.2,3,kg,Cabai
2025-08-14,Cabai Rawit Merah,27333.0,3055.1,3,kg,Cabai
2025-08-14,Daging Ayam Kampung,105000.0,5000.0,3,ekor,Daging Ayam
2025-08-14,Daging Ayam Ras,31000.0,1000.0,3,kg,Daging Ayam
2025-08-14,Daging Sapi Paha Belakang,130000.0,0.0,3,kg,Daging Ruminansia
2025-08-14,Daging Sapi Paha Depan,123333.0,11547.0,3,kg,Daging Ruminansia
2025-08-14,Daging Sapi Sandung Lamur,81667.0,2886.8,3,kg,Daging Ruminansia
2025-08-14,Daging Sapi Tetelan,70000.0,0.0,2,kg,Daging Ruminansia
2025-08-14,Garam Halus,12333.0,577.4,3,kg,Garam
2025-08-14,Gula Pasir Curah,17167.0,763.8,3,kg,Gula
2025-08-14,Gula Pasir Kemasan,18833.0,1258.3,3,kg,Gula
2025-08-14,Ikan Bandeng,35000.0,5567.8,3,kg,Ikan
2025-08-14,Ikan Teri,57000.0,17088.0,3,kg,Ikan
2025-08-14,Ikan Tongkol,33667.0,1527.5,3,kg,Ikan
2025-08-14,Jeruk Lokal,19000.0,3605.6,3,kg,Jeruk
2025-08-14,Kacang Hijau,22000.0,2645.8,3,kg,Kacang-Kacangan
2025-08-14,Kacang Panjang,7667.0,1527.5,3,kg,Kacang Panjang
2025-08-14,Kacang Tanah,27889.0,1644.3,3,kg,Kacang-Kacangan
2025-08-14,Kangkung,7167.0,1258.3,3,kg,Kangkung
2025-08-14,Kedelai Impor,10600.0,2088.1,3,kg,Kedelai
2025-08-14,Kedelai Lokal,12500.0,1322.9,3,kg,Kedelai
2025-08-14,Kentang Sedang,18667.0,1154.7,3,kg,Kentang
2025-08-14,Ketela Pohon,6333.0,577.4,3,kg,Ketela Pohon
2025-08-14,Ketimun Sedang,7667.0,577.4,3,kg,Ketimun
2025-08-14,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2025-08-14,Minyak Goreng Sawit Curah,18167.0,1258.3,3,lt,Minyak Sawit
2025-08-14,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-14,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-14,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-14,Sawi Hijau,8333.0,2886.8,3,kg,Sawi Hijau
2025-08-14,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-14,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-14,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-14,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-14,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-14,Telur Ayam Ras,27556.0,509.2,3,kg,Telur Ayam
2025-08-14,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-14,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-14,Tomat,16667.0,2886.8,3,kg,Tomat
2025-08-14,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-15,Bawang Bombai,35333.0,5033.2,3,kg,Bawang
2025-08-15,Bawang Merah,52000.0,5196.2,3,kg,Bawang
2025-08-15,Bawang Putih Honan,30000.0,2645.8,3,kg,Bawang
2025-08-15,Bawang Putih Kating,34222.0,1347.1,3,kg,Bawang
2025-08-15,Beras Khusus,19500.0,2121.3,2,kg,Beras
2025-08-15,Beras Medium,13083.0,520.4,3,kg,Beras
2025-08-15,Beras Premium,14925.0,106.1,2,kg,Beras
2025-08-15,Beras SPHP Bulog,12500.0,0.0,3,kg,Beras
2025-08-15,Cabai Merah Besar,35667.0,3785.9,3,kg,Cabai
2025-08-15,Cabai Merah Keriting,28667.0,6506.4,3,kg,Cabai
2025-08-15,Cabai Rawit Hijau,34000.0,6928.2,3,kg,Cabai
2025-08-15,Cabai Rawit Merah,26667.0,3055.1,3,kg,Cabai
2025-08-15,Daging Ayam Kampung,105000.0,5000.0,3,ekor,Daging Ayam
2025-08-15,Daging Ayam Ras,30778.0,1347.2,3,kg,Daging Ayam
2025-08-15,Daging Sapi Paha Belakang,130000.0,0.0,3,kg,Daging Ruminansia
2025-08-15,Daging Sapi Paha Depan,123333.0,11547.0,3,kg,Daging Ruminansia
2025-08-15,Daging Sapi Sandung Lamur,81667.0,2886.8,3,kg,Daging Ruminansia
2025-08-15,Daging Sapi Tetelan,70000.0,0.0,2,kg,Daging Ruminansia
2025-08-15,Garam Halus,12333.0,577.4,3,kg,Garam
2025-08-15,Gula Pasir Curah,17167.0,763.8,3,kg,Gula
2025-08-15,Gula Pasir Kemasan,18833.0,1258.3,3,kg,Gula
2025-08-15,Ikan Bandeng,35000.0,5567.8,3,kg,Ikan
2025-08-15,Ikan Teri,57000.0,17088.0,3,kg,Ikan
2025-08-15,Ikan Tongkol,33667.0,1527.5,3,kg,Ikan
2025-08-15,Jeruk Lokal,19000.0,3605.6,3,kg,Jeruk
2025-08-15,Kacang Hijau,22000.0,2645.8,3,kg,Kacang-Kacangan
2025-08-15,Kacang Panjang,7667.0,1527.5,3,kg,Kacang Panjang
2025-08-15,Kacang Tanah,27889.0,1644.3,3,kg,Kacang-Kacangan
2025-08-15,Kangkung,7167.0,1258.3,3,kg,Kangkung
2025-08-15,Kedelai Impor,10600.0,2088.1,3,kg,Kedelai
2025-08-15,Kedelai Lokal,12500.0,1322.9,3,kg,Kedelai
2025-08-15,Kentang Sedang,18667.0,1154.7,3,kg,Kentang
2025-08-15,Ketela Pohon,6333.0,577.4,3,kg,Ketela Pohon
2025-08-15,Ketimun Sedang,7667.0,577.4,3,kg,Ketimun
2025-08-15,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2025-08-15,Minyak Goreng Sawit Curah,18167.0,1258.3,3,lt,Minyak Sawit
2025-08-15,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-15,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-15,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-15,Sawi Hijau,8333.0,2886.8,3,kg,Sawi Hijau
2025-08-15,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-15,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-15,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-15,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-15,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-15,Telur Ayam Ras,27556.0,509.2,3,kg,Telur Ayam
2025-08-15,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-15,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-15,Tomat,15000.0,0.0,3,kg,Tomat
2025-08-15,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-19,Bawang Bombai,35333.0,5033.2,3,kg,Bawang
2025-08-19,Bawang Merah,47000.0,7549.8,3,kg,Bawang
2025-08-19,Bawang Putih Honan,30667.0,2081.7,3,kg,Bawang
2025-08-19,Bawang Putih Kating,34222.0,1347.1,3,kg,Bawang
2025-08-19,Beras Khusus,19500.0,2121.3,2,kg,Beras
2025-08-19,Beras Medium,13083.0,520.4,3,kg,Beras
2025-08-19,Beras Premium,14925.0,106.1,2,kg,Beras
2025-08-19,Beras SPHP Bulog,12500.0,0.0,3,kg,Beras
2025-08-19,Cabai Merah Besar,36333.0,3214.6,3,kg,Cabai
2025-08-19,Cabai Merah Keriting,29667.0,5033.2,3,kg,Cabai
2025-08-19,Cabai Rawit Hijau,34000.0,6928.2,3,kg,Cabai
2025-08-19,Cabai Rawit Merah,28000.0,3464.1,3,kg,Cabai
2025-08-19,Daging Ayam Kampung,105000.0,5000.0,3,ekor,Daging Ayam
2025-08-19,Daging Ayam Ras,31111.0,1835.9,3,kg,Daging Ayam
2025-08-19,Daging Sapi Paha Belakang,130000.0,0.0,3,kg,Daging Ruminansia
2025-08-19,Daging Sapi Paha Depan,123333.0,11547.0,3,kg,Daging Ruminansia
2025-08-19,Daging Sapi Sandung Lamur,81667.0,2886.8,3,kg,Daging Ruminansia
2025-08-19,Daging Sapi Tetelan,70000.0,0.0,2,kg,Daging Ruminansia
2025-08-19,Garam Halus,12333.0,577.4,3,kg,Garam
2025-08-19,Gula Pasir Curah,17167.0,763.8,3,kg,Gula
2025-08-19,Gula Pasir Kemasan,18833.0,1258.3,3,kg,Gula
2025-08-19,Ikan Bandeng,35000.0,5567.8,3,kg,Ikan
2025-08-19,Ikan Teri,57000.0,17088.0,3,kg,Ikan
2025-08-19,Ikan Tongkol,33667.0,1527.5,3,kg,Ikan
2025-08-19,Jeruk Lokal,19000.0,3605.6,3,kg,Jeruk
2025-08-19,Kacang Hijau,22000.0,2645.8,3,kg,Kacang-Kacangan
2025-08-19,Kacang Panjang,7667.0,1527.5,3,kg,Kacang Panjang
2025-08-19,Kacang Tanah,27889.0,1644.3,3,kg,Kacang-Kacangan
2025-08-19,Kangkung,7167.0,1258.3,3,kg,Kangkung
2025-08-19,Kedelai Impor,10600.0,2088.1,3,kg,Kedelai
2025-08-19,Kedelai Lokal,12500.0,1322.9,3,kg,Kedelai
2025-08-19,Kentang Sedang,18667.0,1154.7,3,kg,Kentang
2025-08-19,Ketela Pohon,6333.0,577.4,3,kg,Ketela Pohon
2025-08-19,Ketimun Sedang,7667.0,577.4,3,kg,Ketimun
2025-08-19,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2025-08-19,Minyak Goreng Sawit Curah,18167.0,1258.3,3,lt,Minyak Sawit
2025-08-19,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-19,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-19,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-19,Sawi Hijau,8333.0,2886.8,3,kg,Sawi Hijau
2025-08-19,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-19,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-19,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-19,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-19,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-19,Telur Ayam Ras,27222.0,1071.5,3,kg,Telur Ayam
2025-08-19,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-19,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-19,Tomat,15000.0,0.0,3,kg,Tomat
2025-08-19,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-20,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2025-08-20,Bawang Merah,44333.0,5859.5,3,kg,Bawang
2025-08-20,Bawang Putih Honan,30667.0,2081.7,3,kg,Bawang
2025-08-20,Bawang Putih Kating,34222.0,1347.1,3,kg,Bawang
2025-08-20,Beras Khusus,19500.0,2121.3,2,kg,Beras
2025-08-20,Beras Medium,13083.0,520.4,3,kg,Beras
2025-08-20,Beras Premium,14900.0,141.4,2,kg,Beras
2025-08-20,Beras SPHP Bulog,12500.0,0.0,3,kg,Beras
2025-08-20,Cabai Merah Besar,36333.0,3214.6,3,kg,Cabai
2025-08-20,Cabai Merah Keriting,29667.0,5033.2,3,kg,Cabai
2025-08-20,Cabai Rawit Hijau,34000.0,6928.2,3,kg,Cabai
2025-08-20,Cabai Rawit Merah,28000.0,3464.1,3,kg,Cabai
2025-08-20,Daging Ayam Kampung,105000.0,5000.0,3,ekor,Daging Ayam
2025-08-20,Daging Ayam Ras,31111.0,1835.9,3,kg,Daging Ayam
2025-08-20,Daging Sapi Paha Belakang,130000.0,0.0,3,kg,Daging Ruminansia
2025-08-20,Daging Sapi Paha Depan,123333.0,11547.0,3,kg,Daging Ruminansia
2025-08-20,Daging Sapi Sandung Lamur,81667.0,2886.8,3,kg,Daging Ruminansia
2025-08-20,Daging Sapi Tetelan,70000.0,0.0,2,kg,Daging Ruminansia
2025-08-20,Garam Halus,12333.0,577.4,3,kg,Garam
2025-08-20,Gula Pasir Curah,17167.0,763.8,3,kg,Gula
2025-08-20,Gula Pasir Kemasan,18833.0,1258.3,3,kg,Gula
2025-08-20,Ikan Bandeng,35000.0,5567.8,3,kg,Ikan
2025-08-20,Ikan Teri,57000.0,17088.0,3,kg,Ikan
2025-08-20,Ikan Tongkol,33667.0,1527.5,3,kg,Ikan
2025-08-20,Jeruk Lokal,19000.0,3605.6,3,kg,Jeruk
2025-08-20,Kacang Hijau,22000.0,2645.8,3,kg,Kacang-Kacangan
2025-08-20,Kacang Panjang,7667.0,1527.5,3,kg,Kacang Panjang
2025-08-20,Kacang Tanah,27889.0,1644.3,3,kg,Kacang-Kacangan
2025-08-20,Kangkung,7167.0,1258.3,3,kg,Kangkung
2025-08-20,Kedelai Impor,10600.0,2088.1,3,kg,Kedelai
2025-08-20,Kedelai Lokal,12500.0,1322.9,3,kg,Kedelai
2025-08-20,Kentang Sedang,18667.0,1154.7,3,kg,Kentang
2025-08-20,Ketela Pohon,6333.0,577.4,3,kg,Ketela Pohon
2025-08-20,Ketimun Sedang,7667.0,577.4,3,kg,Ketimun
2025-08-20,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2025-08-20,Minyak Goreng Sawit Curah,18167.0,1258.3,3,lt,Minyak Sawit
2025-08-20,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-20,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-20,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-20,Sawi Hijau,8333.0,2886.8,3,kg,Sawi Hijau
2025-08-20,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-20,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-20,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-20,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-20,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-20,Telur Ayam Ras,27222.0,1071.5,3,kg,Telur Ayam
2025-08-20,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-20,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-20,Tomat,15000.0,0.0,3,kg,Tomat
2025-08-20,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-21,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2025-08-21,Bawang Merah,44333.0,5859.5,3,kg,Bawang
2025-08-21,Bawang Putih Honan,30667.0,2081.7,3,kg,Bawang
2025-08-21,Bawang Putih Kating,34222.0,1347.1,3,kg,Bawang
2025-08-21,Beras Khusus,19500.0,2121.3,2,kg,Beras
2025-08-21,Beras Medium,13083.0,520.4,3,kg,Beras
2025-08-21,Beras Premium,14900.0,141.4,2,kg,Beras
2025-08-21,Beras SPHP Bulog,12500.0,0.0,3,kg,Beras
2025-08-21,Cabai Merah Besar,36333.0,3214.6,3,kg,Cabai
2025-08-21,Cabai Merah Keriting,29667.0,5033.2,3,kg,Cabai
2025-08-21,Cabai Rawit Hijau,34000.0,6928.2,3,kg,Cabai
2025-08-21,Cabai Rawit Merah,28000.0,3464.1,3,kg,Cabai
2025-08-21,Daging Ayam Kampung,105000.0,5000.0,3,ekor,Daging Ayam
2025-08-21,Daging Ayam Ras,31111.0,1835.9,3,kg,Daging Ayam
2025-08-21,Daging Sapi Paha Belakang,130000.0,0.0,3,kg,Daging Ruminansia
2025-08-21,Daging Sapi Paha Depan,123333.0,11547.0,3,kg,Daging Ruminansia
2025-08-21,Daging Sapi Sandung Lamur,81667.0,2886.8,3,kg,Daging Ruminansia
2025-08-21,Daging Sapi Tetelan,70000.0,0.0,2,kg,Daging Ruminansia
2025-08-21,Garam Halus,12333.0,577.4,3,kg,Garam
2025-08-21,Gula Pasir Curah,17167.0,763.8,3,kg,Gula
2025-08-21,Gula Pasir Kemasan,18833.0,1258.3,3,kg,Gula
2025-08-21,Ikan Bandeng,35000.0,5567.8,3,kg,Ikan
2025-08-21,Ikan Teri,57000.0,17088.0,3,kg,Ikan
2025-08-21,Ikan Tongkol,33667.0,1527.5,3,kg,Ikan
2025-08-21,Jeruk Lokal,19000.0,3605.6,3,kg,Jeruk
2025-08-21,Kacang Hijau,22000.0,2645.8,3,kg,Kacang-Kacangan
2025-08-21,Kacang Panjang,7667.0,1527.5,3,kg,Kacang Panjang
2025-08-21,Kacang Tanah,27889.0,1644.3,3,kg,Kacang-Kacangan
2025-08-21,Kangkung,7167.0,1258.3,3,kg,Kangkung
2025-08-21,Kedelai Impor,10600.0,2088.1,3,kg,Kedelai
2025-08-21,Kedelai Lokal,12500.0,1322.9,3,kg,Kedelai
2025-08-21,Kentang Sedang,18667.0,1154.7,3,kg,Kentang
2025-08-21,Ketela Pohon,6333.0,577.4,3,kg,Ketela Pohon
2025-08-21,Ketimun Sedang,7667.0,577.4,3,kg,Ketimun
2025-08-21,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2025-08-21,Minyak Goreng Sawit Curah,18167.0,1258.3,3,lt,Minyak Sawit
2025-08-21,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-21,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-21,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-21,Sawi Hijau,8333.0,2886.8,3,kg,Sawi Hijau
2025-08-21,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-21,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-21,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-21,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-21,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-21,Telur Ayam Ras,27222.0,1071.5,3,kg,Telur Ayam
2025-08-21,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-21,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-21,Tomat,15000.0,0.0,3,kg,Tomat
2025-08-21,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-22,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
2025-08-22,Bawang Merah,42333.0,7767.5,3,kg,Bawang
2025-08-22,Bawang Putih Honan,30667.0,2081.7,3,kg,Bawang
2025-08-22,Bawang Putih Kating,34222.0,1347.1,3,kg,Bawang
2025-08-22,Beras Khusus,19500.0,2121.3,2,kg,Beras
2025-08-22,Beras Medium,13250.0,250.0,3,kg,Beras
2025-08-22,Beras Premium,14900.0,141.4,2,kg,Beras
2025-08-22,Beras SPHP Bulog,12333.0,288.7,3,kg,Beras
2025-08-22,Cabai Merah Besar,36333.0,3214.6,3,kg,Cabai
2025-08-22,Cabai Merah Keriting,29667.0,5033.2,3,kg,Cabai
2025-08-22,Cabai Rawit Hijau,34000.0,6928.2,3,kg,Cabai
2025-08-22,Cabai Rawit Merah,28000.0,3464.1,3,kg,Cabai
2025-08-22,Daging Ayam Kampung,105000.0,5000.0,3,ekor,Daging Ayam
2025-08-22,Daging Ayam Ras,32000.0,1000.0,3,kg,Daging Ayam
2025-08-22,Daging Sapi Paha Belakang,130000.0,0.0,3,kg,Daging Ruminansia
2025-08-22,Daging Sapi Paha Depan,123333.0,11547.0,3,kg,Daging Ruminansia
2025-08-22,Daging Sapi Sandung Lamur,81667.0,2886.8,3,kg,Daging Ruminansia
2025-08-22,Daging Sapi Tetelan,70000.0,0.0,2,kg,Daging Ruminansia
2025-08-22,Garam Halus,12333.0,577.4,3,kg,Garam
2025-08-22,Gula Pasir Curah,17167.0,763.8,3,kg,Gula
2025-08-22,Gula Pasir Kemasan,18833.0,1258.3,3,kg,Gula
2025-08-22,Ikan Bandeng,35000.0,5567.8,3,kg,Ikan
2025-08-22,Ikan Teri,57000.0,17088.0,3,kg,Ikan
2025-08-22,Ikan Tongkol,33667.0,1527.5,3,kg,Ikan
2025-08-22,Jeruk Lokal,19000.0,3605.6,3,kg,Jeruk
2025-08-22,Kacang Hijau,22000.0,2645.8,3,kg,Kacang-Kacangan
2025-08-22,Kacang Panjang,7667.0,1527.5,3,kg,Kacang Panjang
2025-08-22,Kacang Tanah,27889.0,1644.3,3,kg,Kacang-Kacangan
2025-08-22,Kangkung,7167.0,1258.3,3,kg,Kangkung
2025-08-22,Kedelai Impor,10600.0,2088.1,3,kg,Kedelai
2025-08-22,Kedelai Lokal,12500.0,1322.9,3,kg,Kedelai
2025-08-22,Kentang Sedang,17667.0,577.4,3,kg,Kentang
2025-08-22,Ketela Pohon,6333.0,577.4,3,kg,Ketela Pohon
2025-08-22,Ketimun Sedang,7333.0,577.4,3,kg,Ketimun
2025-08-22,Mie Instan,3133.0,230.9,3,bks,Mie Instan
2025-08-22,Minyak Goreng Sawit Curah,18167.0,1258.3,3,lt,Minyak Sawit
2025-08-22,Minyak Goreng Sawit Kemasan Premium,20333.0,577.4,3,lt,Minyak Sawit
2025-08-22,Minyakita,16067.0,814.5,3,lt,Minyak Sawit
2025-08-22,Pisang Lokal,18000.0,3605.6,3,kg,Pisang
2025-08-22,Sawi Hijau,7667.0,2516.6,3,kg,Sawi Hijau
2025-08-22,Susu Bubuk,43000.0,,1,400gr,Susu
2025-08-22,Susu Bubuk Balita,39800.0,,1,400gr,Susu
2025-08-22,Susu Kental Manis,14267.0,3060.0,3,370gr,Susu
2025-08-22,Tahu Putih,10500.0,866.0,3,kg,Kedelai
2025-08-22,Telur Ayam Kampung,53000.0,7549.8,3,kg,Telur Ayam
2025-08-22,Telur Ayam Ras,27000.0,1000.0,3,kg,Telur Ayam
2025-08-22,Tempe Bungkus,14333.0,2081.7,3,kg,Kedelai
2025-08-22,Tepung Terigu,11667.0,577.4,3,kg,Tepung Terigu
2025-08-22,Tomat,15000.0,0.0,3,kg,Tomat
2025-08-22,Udang Basah,79333.0,3785.9,3,kg,Udang
2025-08-25,Bawang Bombai,35000.0,5000.0,3,kg,Bawang
