# Unnamed: 0_level_1,Tanggal Unnamed: 1_level_1,Komoditas Bawang Merah Bawang Putih Bonggol Beras Medium Beras premium Beras SPHP Brokoli Cabe Merah Besar Cabe Merah Keriting Cabe Rawit Merah Daging Ayam Ras Daging Sapi Murni Gula Pasir Konsumsi Jagung Pipilan Kering Kacang Panjang Kedelai Biji Kering (Impor) Minyak Goreng Kemasan Pakcoy Sawi Putih Telur Ayam Ras Tepung Terigu Kemasan Terong Timun Tomat Wortel,Harga (Rp/Kg) Unnamed: 3_level_1
6367,2022-10-20,Terigu,10000
6368,2022-10-20,Ubi Jalar,5000
6369,2022-10-20,Bawang Putih Bonggol,20000
6370,2022-10-20,Cabe Rawit Merah,28000
6371,2022-10-20,Beras premium,10500
6372,2022-10-20,Minyak Goreng Curah,13500
6373,2022-10-17,Beras Medium,9500
6374,2022-10-17,Beras Termurah,9000
6375,2022-10-17,Gula Pasir Konsumsi,13000
6376,2022-10-17,Minyak Goreng Kemasan,14000
6377,2022-10-17,Daging Ayam Ras,32000
6378,2022-10-17,Telur Ayam Ras,27000
6379,2022-10-17,Daging Sapi Murni,130000
6380,2022-10-17,Bawang Merah,23000
6381,2022-10-17,Cabe Merah Keriting,30000
6382,2022-10-17,Cabe Merah Besar,35000
6383,2022-10-17,Jagung Pipilan Kering,7000
6384,2022-10-17,Kedelai Biji Kering (Impor),13500
6385,2022-10-17,Bawang Putih Kating,23000
6386,2022-10-17,Terigu,10000
6387,2022-10-17,Ubi Jalar,5000
6388,2022-10-17,Bawang Putih Bonggol,20000
6389,2022-10-17,Cabe Rawit Merah,30000
6390,2022-10-17,Beras premium,10500
6391,2022-10-17,Minyak Goreng Curah,13500
6392,2022-10-13,Beras Medium,9500
6393,2022-10-13,Beras Termurah,9000
6394,2022-10-13,Gula Pasir Konsumsi,13000
6395,2022-10-13,Minyak Goreng Kemasan,13500
6396,2022-10-13,Daging Ayam Ras,32000
6397,2022-10-13,Telur Ayam Ras,27000
6398,2022-10-13,Daging Sapi Murni,130000
6399,2022-10-13,Bawang Merah,23000
6400,2022-10-13,Cabe Merah Keriting,45000
6401,2022-10-13,Cabe Merah Besar,40000
6402,2022-10-13,Jagung Pipilan Kering,7000
6403,2022-10-13,Kedelai Biji Kering (Impor),13500
6404,2022-10-13,Bawang Putih Kating,23000
6405,2022-10-13,Terigu,10000
6406,2022-10-13,Ubi Jalar,5000
6407,2022-10-13,Bawang Putih Bonggol,20000
6408,2022-10-13,Cabe Rawit Merah,35000
6409,2022-10-13,Beras premium,10500
6410,2022-10-13,Minyak Goreng Curah,12500
6411,2022-10-06,Beras Medium,9500
6412,2022-10-06,Beras Termurah,9000
6413,2022-10-06,Gula Pasir Konsumsi,13000
6414,2022-10-06,Minyak Goreng Kemasan,13500
6415,2022-10-06,Daging Ayam Ras,32000
6416,2022-10-06,Telur Ayam Ras,24000
6417,2022-10-06,Daging Sapi Murni,130000
6418,2022-10-06,Bawang Merah,23000
6419,2022-10-06,Cabe Merah Keriting,45000
6420,2022-10-06,Cabe Merah Besar,40000
6421,2022-10-06,Jagung Pipilan Kering,7000
6422,2022-10-06,Kedelai Biji Kering (Impor),13500
6423,2022-10-06,Bawang Putih Kating,23000
6424,2022-10-06,Terigu,10000
6425,2022-10-06,Ubi Jalar,5000
6426,2022-10-06,Bawang Putih Bonggol,20000
6427,2022-10-06,Cabe Rawit Merah,40000
6428,2022-10-06,Beras premium,10500
6429,2022-10-06,Minyak Goreng Curah,12000
6430,2022-10-03,Beras Medium,9500
6431,2022-10-03,Beras Termurah,9000
6432,2022-10-03,Gula Pasir Konsumsi,13000
6433,2022-10-03,Minyak Goreng Kemasan,13500
6434,2022-10-03,Daging Ayam Ras,33000
6435,2022-10-03,Telur Ayam Ras,24000
6436,2022-10-03,Daging Sapi Murni,130000
6437,2022-10-03,Bawang Merah,23000
6438,2022-10-03,Cabe Merah Keriting,40000
6439,2022-10-03,Cabe Merah Besar,40000
6440,2022-10-03,Jagung Pipilan Kering,7000
6441,2022-10-03,Kedelai Biji Kering (Impor),13000
6442,2022-10-03,Bawang Putih Kating,25000
6443,2022-10-03,Terigu,10000
6444,2022-10-03,Ubi Jalar,5000
6445,2022-10-03,Bawang Putih Bonggol,20000
6446,2022-10-03,Cabe Rawit Merah,55000
6447,2022-10-03,Beras premium,10500
6448,2022-10-03,Minyak Goreng Curah,12000
6449,2022-09-29,Beras Medium,9500
6450,2022-09-29,Beras Termurah,9000
6451,2022-09-29,Gula Pasir Konsumsi,13000
6452,2022-09-29,Minyak Goreng Kemasan,13500
6453,2022-09-29,Daging Ayam Ras,33000
6454,2022-09-29,Telur Ayam Ras,24000
6455,2022-09-29,Daging Sapi Murni,130000
6456,2022-09-29,Bawang Merah,23000
6457,2022-09-29,Cabe Merah Keriting,35000
6458,2022-09-29,Cabe Merah Besar,40000
6459,2022-09-29,Jagung Pipilan Kering,7000
6460,2022-09-29,Kedelai Biji Kering (Impor),13000
6461,2022-09-29,Bawang Putih Kating,25000
6462,2022-09-29,Terigu,10000
6463,2022-09-29,Ubi Jalar,5000
6464,2022-09-29,Bawang Putih Bonggol,20000
6465,2022-09-29,Cabe Rawit Merah,50000
6466,2022-09-29,Beras premium,10500
6467,2022-09-29,Minyak Goreng Curah,12000
6468,2022-09-26,Beras Medium,9500
6469,2022-09-26,Beras Termurah,9000
6470,2022-09-26,Gula Pasir Konsumsi,13000
6471,2022-09-26,Minyak Goreng Kemasan,14000
6472,2022-09-26,Daging Ayam Ras,33000
6473,2022-09-26,Telur Ayam Ras,24000
6474,2022-09-26,Daging Sapi Murni,130000
6475,2022-09-26,Bawang Merah,23000
6476,2022-09-26,Cabe Merah Keriting,40000
6477,2022-09-26,Cabe Merah Besar,45000
6478,2022-09-26,Jagung Pipilan Kering,7000
6479,2022-09-26,Kedelai Biji Kering (Impor),13000
6480,2022-09-26,Bawang Putih Kating,25000
6481,2022-09-26,Terigu,10000
6482,2022-09-26,Ubi Jalar,5000
6483,2022-09-26,Bawang Putih Bonggol,20000
6484,2022-09-26,Cabe Rawit Merah,55000
6485,2022-09-26,Beras premium,10500
6486,2022-09-26,Minyak Goreng Curah,12000
6487,2022-09-22,Beras Medium,9500
6488,2022-09-22,Beras Termurah,9000
6489,2022-09-22,Gula Pasir Konsumsi,13000
6490,2022-09-22,Minyak Goreng Kemasan,14000
6491,2022-09-22,Daging Ayam Ras,33000
6492,2022-09-22,Telur Ayam Ras,26000
6493,2022-09-22,Daging Sapi Murni,130000
6494,2022-09-22,Bawang Merah,23000
6495,2022-09-22,Cabe Merah Keriting,40000
6496,2022-09-22,Cabe Merah Besar,45000
6497,2022-09-22,Jagung Pipilan Kering,7000
6498,2022-09-22,Kedelai Biji Kering (Impor),13000
6499,2022-09-22,Bawang Putih Kating,25000
6500,2022-09-22,Terigu,10000
6501,2022-09-22,Ubi Jalar,5000
6502,2022-09-22,Bawang Putih Bonggol,20000
6503,2022-09-22,Cabe Rawit Merah,55000
6504,2022-09-22,Beras premium,10500
6505,2022-09-22,Minyak Goreng Curah,12000
6506,2022-09-19,Beras Medium,9500
6507,2022-09-19,Beras Termurah,9000
6508,2022-09-19,Gula Pasir Konsumsi,13000
6509,2022-09-19,Minyak Goreng Kemasan,14000
6510,2022-09-19,Daging Ayam Ras,33000
6511,2022-09-19,Telur Ayam Ras,26000
6512,2022-09-19,Daging Sapi Murni,130000
6513,2022-09-19,Bawang Merah,23000
6514,2022-09-19,Cabe Merah Keriting,50000
6515,2022-09-19,Cabe Merah Besar,50000
6516,2022-09-19,Jagung Pipilan Kering,7000
6517,2022-09-19,Kedelai Biji Kering (Impor),13000
6518,2022-09-19,Bawang Putih Kating,25000
6519,2022-09-19,Terigu,10000
6520,2022-09-19,Ubi Jalar,5000
6521,2022-09-19,Bawang Putih Bonggol,20000
6522,2022-09-19,Cabe Rawit Merah,55000
6523,2022-09-19,Beras premium,10500
6524,2022-09-19,Minyak Goreng Curah,12000
6525,2022-09-15,Beras Medium,9500
6526,2022-09-15,Beras Termurah,9000
6527,2022-09-15,Gula Pasir Konsumsi,13000
6528,2022-09-15,Minyak Goreng Kemasan,14000
6529,2022-09-15,Daging Ayam Ras,33000
6530,2022-09-15,Telur Ayam Ras,27000
6531,2022-09-15,Daging Sapi Murni,130000
6532,2022-09-15,Bawang Merah,23000
6533,2022-09-15,Cabe Merah Keriting,55000
6534,2022-09-15,Cabe Merah Besar,50000
6535,2022-09-15,Jagung Pipilan Kering,7000
6536,2022-09-15,Kedelai Biji Kering (Impor),13000
6537,2022-09-15,Bawang Putih Kating,25000
6538,2022-09-15,Terigu,10000
6539,2022-09-15,Ubi Jalar,5000
6540,2022-09-15,Bawang Putih Bonggol,20000
6541,2022-09-15,Cabe Rawit Merah,50000
6542,2022-09-15,Beras premium,10500
6543,2022-09-15,Minyak Goreng Curah,12000
6544,2022-09-12,Beras Medium,9500
6545,2022-09-12,Beras Termurah,9000
6546,2022-09-12,Gula Pasir Konsumsi,13000
6547,2022-09-12,Minyak Goreng Kemasan,14000
6548,2022-09-12,Daging Ayam Ras,33000
6549,2022-09-12,Telur Ayam Ras,27000
6550,2022-09-12,Daging Sapi Murni,130000
6551,2022-09-12,Bawang Merah,23000
6552,2022-09-12,Cabe Merah Keriting,60000
6553,2022-09-12,Cabe Merah Besar,50000
6554,2022-09-12,Jagung Pipilan Kering,7000
6555,2022-09-12,Kedelai Biji Kering (Impor),13000
6556,2022-09-12,Bawang Putih Kating,25000
6557,2022-09-12,Terigu,10000
6558,2022-09-12,Ubi Jalar,5000
6559,2022-09-12,Bawang Putih Bonggol,20000
6560,2022-09-12,Cabe Rawit Merah,40000
6561,2022-09-12,Beras premium,10500
6562,2022-09-12,Minyak Goreng Curah,12000
6563,2022-09-05,Beras Medium,9500
6564,2022-09-05,Beras Termurah,9000
6565,2022-09-05,Gula Pasir Konsumsi,13000
6566,2022-09-05,Minyak Goreng Kemasan,14000
6567,2022-09-05,Daging Ayam Ras,33000
6568,2022-09-05,Telur Ayam Ras,27000
6569,2022-09-05,Daging Sapi Murni,130000
6570,2022-09-05,Bawang Merah,23000
6571,2022-09-05,Cabe Merah Keriting,70000
6572,2022-09-05,Cabe Merah Besar,65000
6573,2022-09-05,Jagung Pipilan Kering,7000
6574,2022-09-05,Kedelai Biji Kering (Impor),13000
6575,2022-09-05,Bawang Putih Kating,25000
6576,2022-09-05,Terigu,10000
6577,2022-09-05,Ubi Jalar,5000
6578,2022-09-05,Bawang Putih Bonggol,20000
6579,2022-09-05,Cabe Rawit Merah,45000
6580,2022-09-05,Beras premium,10500
6581,2022-09-05,Minyak Goreng Curah,12000
6582,2022-09-01,Beras Medium,9500
6583,2022-09-01,Beras Termurah,9000
6584,2022-09-01,Gula Pasir Konsumsi,13000
6585,2022-09-01,Minyak Goreng Kemasan,14000
6586,2022-09-01,Daging Ayam Ras,33000
6587,2022-09-01,Telur Ayam Ras,29000
6588,2022-09-01,Daging Sapi Murni,130000
6589,2022-09-01,Bawang Merah,23000
6590,2022-09-01,Cabe Merah Keriting,40000
6591,2022-09-01,Cabe Merah Besar,50000
6592,2022-09-01,Jagung Pipilan Kering,7000
6593,2022-09-01,Kedelai Biji Kering (Impor),13000
6594,2022-09-01,Bawang Putih Kating,25000
6595,2022-09-01,Terigu,10000
6596,2022-09-01,Ubi Jalar,5000
6597,2022-09-01,Bawang Putih Bonggol,20000
6598,2022-09-01,Cabe Rawit Merah,40000
6599,2022-09-01,Beras premium,10500
6600,2022-09-01,Minyak Goreng Curah,12000
6601,2022-08-25,Beras Medium,9500
6602,2022-08-25,Beras Termurah,9000
6603,2022-08-25,Gula Pasir Konsumsi,13000
6604,2022-08-25,Minyak Goreng Kemasan,14000
6605,2022-08-25,Daging Ayam Ras,34000
6606,2022-08-25,Telur Ayam Ras,30000
6607,2022-08-25,Daging Sapi Murni,130000
6608,2022-08-25,Bawang Merah,25000
6609,2022-08-25,Cabe Merah Keriting,45000
6610,2022-08-25,Cabe Merah Besar,50000
6611,2022-08-25,Jagung Pipilan Kering,7000
6612,2022-08-25,Kedelai Biji Kering (Impor),13000
6613,2022-08-25,Bawang Putih Kating,25000
6614,2022-08-25,Terigu,10000
6615,2022-08-25,Ubi Jalar,5000
6616,2022-08-25,Bawang Putih Bonggol,20000
6617,2022-08-25,Cabe Rawit Merah,25000
6618,2022-08-25,Beras premium,10500
6619,2022-08-25,Minyak Goreng Curah,12000
6620,2022-08-22,Beras Medium,9500
6621,2022-08-22,Beras Termurah,9000
6622,2022-08-22,Gula Pasir Konsumsi,13000
6623,2022-08-22,Minyak Goreng Kemasan,14000
6624,2022-08-22,Daging Ayam Ras,34000
6625,2022-08-22,Telur Ayam Ras,30000
6626,2022-08-22,Daging Sapi Murni,130000
6627,2022-08-22,Bawang Merah,25000
6628,2022-08-22,Cabe Merah Keriting,50000
6629,2022-08-22,Cabe Merah Besar,50000
6630,2022-08-22,Jagung Pipilan Kering,7000
6631,2022-08-22,Kedelai Biji Kering (Impor),13000
6632,2022-08-22,Bawang Putih Kating,25000
6633,2022-08-22,Terigu,10000
6634,2022-08-22,Ubi Jalar,5000
6635,2022-08-22,Bawang Putih Bonggol,20000
6636,2022-08-22,Cabe Rawit Merah,25000
6637,2022-08-22,Beras premium,10500
6638,2022-08-22,Minyak Goreng Curah,12000
6639,2022-08-15,Beras Medium,9500
6640,2022-08-15,Beras Termurah,9000
6641,2022-08-15,Gula Pasir Konsumsi,13000
6642,2022-08-15,Minyak Goreng Kemasan,14000
6643,2022-08-15,Daging Ayam Ras,34000
6644,2022-08-15,Telur Ayam Ras,30000
6645,2022-08-15,Daging Sapi Murni,130000
6646,2022-08-15,Bawang Merah,28000
6647,2022-08-15,Cabe Merah Keriting,55000
6648,2022-08-15,Cabe Merah Besar,65000
6649,2022-08-15,Jagung Pipilan Kering,7000
6650,2022-08-15,Kedelai Biji Kering (Impor),13000
6651,2022-08-15,Bawang Putih Kating,26000
6652,2022-08-15,Terigu,10000
6653,2022-08-15,Ubi Jalar,5000
6654,2022-08-15,Bawang Putih Bonggol,20000
6655,2022-08-15,Cabe Rawit Merah,35000
6656,2022-08-15,Beras premium,10500
6657,2022-08-15,Minyak Goreng Curah,12000
6658,2022-08-11,Beras Medium,9500
6659,2022-08-11,Beras Termurah,9000
6660,2022-08-11,Gula Pasir Konsumsi,13000
6661,2022-08-11,Minyak Goreng Kemasan,14000
6662,2022-08-11,Daging Ayam Ras,34000
6663,2022-08-11,Telur Ayam Ras,27000
6664,2022-08-11,Daging Sapi Murni,130000
6665,2022-08-11,Bawang Merah,28000
6666,2022-08-11,Cabe Merah Keriting,55000
6667,2022-08-11,Cabe Merah Besar,65000
6668,2022-08-11,Jagung Pipilan Kering,7000
6669,2022-08-11,Kedelai Biji Kering (Impor),13000
6670,2022-08-11,Bawang Putih Kating,26000
6671,2022-08-11,Terigu,10000
6672,2022-08-11,Ubi Jalar,5000
6673,2022-08-11,Bawang Putih Bonggol,20000
6674,2022-08-11,Cabe Rawit Merah,40000
6675,2022-08-11,Beras premium,10500
6676,2022-08-11,Minyak Goreng Curah,12000
6677,2022-08-08,Beras Medium,9500
6678,2022-08-08,Beras Termurah,9000
6679,2022-08-08,Gula Pasir Konsumsi,13000
6680,2022-08-08,Minyak Goreng Kemasan,14000
6681,2022-08-08,Daging Ayam Ras,35000
6682,2022-08-08,Telur Ayam Ras,27000
6683,2022-08-08,Daging Sapi Murni,130000
6684,2022-08-08,Bawang Merah,30000
6685,2022-08-08,Cabe Merah Keriting,55000
6686,2022-08-08,Cabe Merah Besar,65000
6687,2022-08-08,Jagung Pipilan Kering,7000
6688,2022-08-08,Kedelai Biji Kering (Impor),13000
6689,2022-08-08,Bawang Putih Kating,26000
6690,2022-08-08,Terigu,10000
6691,2022-08-08,Ubi Jalar,5000
6692,2022-08-08,Bawang Putih Bonggol,20000
6693,2022-08-08,Cabe Rawit Merah,45000
6694,2022-08-08,Beras premium,10500
6695,2022-08-08,Minyak Goreng Curah,12000
6696,2022-08-04,Beras Medium,9500
6697,2022-08-04,Beras Termurah,9000
6698,2022-08-04,Gula Pasir Konsumsi,13000
6699,2022-08-04,Minyak Goreng Kemasan,14000
6700,2022-08-04,Daging Ayam Ras,35000
6701,2022-08-04,Telur Ayam Ras,27000
6702,2022-08-04,Daging Sapi Murni,130000
6703,2022-08-04,Bawang Merah,30000
6704,2022-08-04,Cabe Merah Keriting,55000
6705,2022-08-04,Cabe Merah Besar,70000
6706,2022-08-04,Jagung Pipilan Kering,7000
6707,2022-08-04,Kedelai Biji Kering (Impor),13000
6708,2022-08-04,Bawang Putih Kating,26000
6709,2022-08-04,Terigu,10000
6710,2022-08-04,Ubi Jalar,5000
6711,2022-08-04,Bawang Putih Bonggol,20000
6712,2022-08-04,Cabe Rawit Merah,50000
6713,2022-08-04,Beras premium,10500
6714,2022-08-04,Minyak Goreng Curah,12000
6715,2022-08-01,Beras Medium,9500
6716,2022-08-01,Beras Termurah,9000
6717,2022-08-01,Gula Pasir Konsumsi,13000
6718,2022-08-01,Minyak Goreng Kemasan,14000
6719,2022-08-01,Daging Ayam Ras,36000
6720,2022-08-01,Telur Ayam Ras,27000
6721,2022-08-01,Daging Sapi Murni,130000
6722,2022-08-01,Bawang Merah,30000
6723,2022-08-01,Cabe Merah Keriting,60000
6724,2022-08-01,Cabe Merah Besar,65000
6725,2022-08-01,Jagung Pipilan Kering,7000
6726,2022-08-01,Kedelai Biji Kering (Impor),13000
6727,2022-08-01,Bawang Putih Kating,26000
6728,2022-08-01,Terigu,9500
6729,2022-08-01,Ubi Jalar,5000
6730,2022-08-01,Bawang Putih Bonggol,20000
6731,2022-08-01,Cabe Rawit Merah,40000
6732,2022-08-01,Beras premium,10500
6733,2022-08-01,Minyak Goreng Curah,12000
6734,2022-07-28,Beras Medium,9500
6735,2022-07-28,Beras Termurah,9000
6736,2022-07-28,Gula Pasir Konsumsi,13500
6737,2022-07-28,Minyak Goreng Kemasan,17000
6738,2022-07-28,Daging Ayam Ras,36000
6739,2022-07-28,Telur Ayam Ras,27000
6740,2022-07-28,Daging Sapi Murni,130000
6741,2022-07-28,Bawang Merah,30000
6742,2022-07-28,Cabe Merah Keriting,65000
6743,2022-07-28,Cabe Merah Besar,75000
6744,2022-07-28,Jagung Pipilan Kering,7000
6745,2022-07-28,Kedelai Biji Kering (Impor),13000
6746,2022-07-28,Bawang Putih Kating,26000
6747,2022-07-28,Terigu,10000
6748,2022-07-28,Ubi Jalar,5000
6749,2022-07-28,Bawang Putih Bonggol,20000
6750,2022-07-28,Cabe Rawit Merah,50000
6751,2022-07-28,Beras premium,10500
6752,2022-07-28,Minyak Goreng Curah,12000
6753,2022-07-25,Beras Medium,9500
6754,2022-07-25,Beras Termurah,9000
6755,2022-07-25,Gula Pasir Konsumsi,13500
6756,2022-07-25,Minyak Goreng Kemasan,19000
6757,2022-07-25,Daging Ayam Ras,38000
6758,2022-07-25,Telur Ayam Ras,28000
6759,2022-07-25,Daging Sapi Murni,130000
6760,2022-07-25,Bawang Merah,40000
6761,2022-07-25,Cabe Merah Keriting,70000
6762,2022-07-25,Cabe Merah Besar,80000
6763,2022-07-25,Jagung Pipilan Kering,7000
6764,2022-07-25,Kedelai Biji Kering (Impor),13000
6765,2022-07-25,Bawang Putih Kating,26000
6766,2022-07-25,Terigu,10000
6767,2022-07-25,Ubi Jalar,5000
6768,2022-07-25,Bawang Putih Bonggol,20000
6769,2022-07-25,Cabe Rawit Merah,55000
6770,2022-07-25,Beras premium,10500
6771,2022-07-25,Minyak Goreng Curah,13000
6772,2022-07-21,Beras Medium,9500
6773,2022-07-21,Beras Termurah,9000
6774,2022-07-21,Gula Pasir Konsumsi,13500
6775,2022-07-21,Minyak Goreng Kemasan,20000
6776,2022-07-21,Daging Ayam Ras,38000
6777,2022-07-21,Telur Ayam Ras,28000
6778,2022-07-21,Daging Sapi Murni,130000
6779,2022-07-21,Bawang Merah,40000
6780,2022-07-21,Cabe Merah Keriting,70000
6781,2022-07-21,Cabe Merah Besar,80000
6782,2022-07-21,Jagung Pipilan Kering,7000
6783,2022-07-21,Kedelai Biji Kering (Impor),13000
6784,2022-07-21,Bawang Putih Kating,26000
6785,2022-07-21,Terigu,10000
6786,2022-07-21,Ubi Jalar,5000
6787,2022-07-21,Bawang Putih Bonggol,20000
6788,2022-07-21,Cabe Rawit Merah,55000
6789,2022-07-21,Beras premium,10500
6790,2022-07-21,Minyak Goreng Curah,13000
6791,2022-07-18,Beras Medium,9500
6792,2022-07-18,Beras Termurah,9000
6793,2022-07-18,Gula Pasir Konsumsi,13500
6794,2022-07-18,Minyak Goreng Kemasan,20000
6795,2022-07-18,Daging Ayam Ras,37000
6796,2022-07-18,Telur Ayam Ras,29000
6797,2022-07-18,Daging Sapi Murni,130000
6798,2022-07-18,Bawang Merah,47000
6799,2022-07-18,Cabe Merah Keriting,75000
6800,2022-07-18,Cabe Merah Besar,75000
6801,2022-07-18,Jagung Pipilan Kering,7000
6802,2022-07-18,Kedelai Biji Kering (Impor),13000
6803,2022-07-18,Bawang Putih Kating,26000
6804,2022-07-18,Terigu,10000
6805,2022-07-18,Ubi Jalar,5000
6806,2022-07-18,Bawang Putih Bonggol,20000
6807,2022-07-18,Cabe Rawit Merah,70000
6808,2022-07-18,Beras premium,10500
6809,2022-07-18,Minyak Goreng Curah,12000
6810,2022-07-14,Beras Medium,9500
6811,2022-07-14,Beras Termurah,9000
6812,2022-07-14,Gula Pasir Konsumsi,13500
6813,2022-07-14,Minyak Goreng Kemasan,21000
6814,2022-07-14,Daging Ayam Ras,38000
6815,2022-07-14,Telur Ayam Ras,29000
6816,2022-07-14,Daging Sapi Murni,130000
6817,2022-07-14,Bawang Merah,48000
6818,2022-07-14,Cabe Merah Keriting,70000
6819,2022-07-14,Cabe Merah Besar,80000
6820,2022-07-14,Jagung Pipilan Kering,7000
6821,2022-07-14,Kedelai Biji Kering (Impor),13000
6822,2022-07-14,Bawang Putih Kating,26000
6823,2022-07-14,Terigu,10000
6824,2022-07-14,Ubi Jalar,5000
6825,2022-07-14,Bawang Putih Bonggol,20000
6826,2022-07-14,Cabe Rawit Merah,65000
6827,2022-07-14,Beras premium,10500
6828,2022-07-14,Minyak Goreng Curah,13000
6829,2022-07-11,Beras Medium,9500
6830,2022-07-11,Beras Termurah,9000
6831,2022-07-11,Gula Pasir Konsumsi,13000
6832,2022-07-11,Minyak Goreng Kemasan,21000
6833,2022-07-11,Daging Ayam Ras,39000
6834,2022-07-11,Telur Ayam Ras,28000
6835,2022-07-11,Daging Sapi Murni,130000
6836,2022-07-11,Bawang Merah,50000
6837,2022-07-11,Cabe Merah Keriting,80000
6838,2022-07-11,Cabe Merah Besar,80000
6839,2022-07-11,Jagung Pipilan Kering,7000
6840,2022-07-11,Kedelai Biji Kering (Impor),13000
6841,2022-07-11,Bawang Putih Kating,26000
6842,2022-07-11,Terigu,10000
6843,2022-07-11,Ubi Jalar,5000
6844,2022-07-11,Bawang Putih Bonggol,20000
6845,2022-07-11,Cabe Rawit Merah,85000
6846,2022-07-11,Beras premium,10500
6847,2022-07-11,Minyak Goreng Curah,13500
6848,2022-07-07,Beras Medium,9500
6849,2022-07-07,Beras Termurah,9000
6850,2022-07-07,Gula Pasir Konsumsi,13000
6851,2022-07-07,Minyak Goreng Kemasan,21000
6852,2022-07-07,Daging Ayam Ras,37000
6853,2022-07-07,Telur Ayam Ras,27000
6854,2022-07-07,Daging Sapi Murni,130000
6855,2022-07-07,Bawang Merah,52000
6856,2022-07-07,Cabe Merah Keriting,85000
6857,2022-07-07,Cabe Merah Besar,80000
6858,2022-07-07,Jagung Pipilan Kering,7000
6859,2022-07-07,Kedelai Biji Kering (Impor),13000
6860,2022-07-07,Bawang Putih Kating,27000
6861,2022-07-07,Terigu,9500
6862,2022-07-07,Ubi Jalar,5000
6863,2022-07-07,Bawang Putih Bonggol,17000
6864,2022-07-07,Cabe Rawit Merah,90000
6865,2022-07-07,Beras premium,10500
6866,2022-07-07,Minyak Goreng Curah,13500
6867,2022-07-04,Beras Medium,9500
6868,2022-07-04,Beras Termurah,9000
6869,2022-07-04,Gula Pasir Konsumsi,13000
6870,2022-07-04,Minyak Goreng Kemasan,23000
6871,2022-07-04,Daging Ayam Ras,37000
6872,2022-07-04,Telur Ayam Ras,27000
6873,2022-07-04,Daging Sapi Murni,130000
6874,2022-07-04,Bawang Merah,52000
6875,2022-07-04,Cabe Merah Keriting,90000
6876,2022-07-04,Cabe Merah Besar,70000
6877,2022-07-04,Jagung Pipilan Kering,7000
6878,2022-07-04,Kedelai Biji Kering (Impor),13000
6879,2022-07-04,Bawang Putih Kating,27000
6880,2022-07-04,Terigu,9500
6881,2022-07-04,Ubi Jalar,5000
6882,2022-07-04,Bawang Putih Bonggol,17000
6883,2022-07-04,Cabe Rawit Merah,85000
6884,2022-07-04,Beras premium,10500
6885,2022-07-04,Minyak Goreng Curah,14000
6886,2022-06-30,Beras Medium,9500
6887,2022-06-30,Beras Termurah,9000
6888,2022-06-30,Gula Pasir Konsumsi,13000
6889,2022-06-30,Minyak Goreng Kemasan,23000
6890,2022-06-30,Daging Ayam Ras,37000
6891,2022-06-30,Telur Ayam Ras,27000
6892,2022-06-30,Daging Sapi Murni,130000
6893,2022-06-30,Bawang Merah,48000
6894,2022-06-30,Cabe Merah Keriting,80000
6895,2022-06-30,Cabe Merah Besar,70000
6896,2022-06-30,Jagung Pipilan Kering,7000
6897,2022-06-30,Kedelai Biji Kering (Impor),13000
6898,2022-06-30,Bawang Putih Kating,27000
6899,2022-06-30,Terigu,9500
6900,2022-06-30,Ubi Jalar,5000
6901,2022-06-30,Bawang Putih Bonggol,17000
6902,2022-06-30,Cabe Rawit Merah,90000
6903,2022-06-30,Beras premium,10500
6904,2022-06-30,Minyak Goreng Curah,14000
6905,2022-06-27,Beras Medium,9500
6906,2022-06-27,Beras Termurah,9000
6907,2022-06-27,Gula Pasir Konsumsi,13000
6908,2022-06-27,Minyak Goreng Kemasan,23000
6909,2022-06-27,Daging Ayam Ras,37000
6910,2022-06-27,Telur Ayam Ras,27000
6911,2022-06-27,Daging Sapi Murni,130000
6912,2022-06-27,Bawang Merah,48000
6913,2022-06-27,Cabe Merah Keriting,75000
6914,2022-06-27,Cabe Merah Besar,70000
6915,2022-06-27,Jagung Pipilan Kering,7000
6916,2022-06-27,Kedelai Biji Kering (Impor),13000
6917,2022-06-27,Bawang Putih Kating,28000
6918,2022-06-27,Terigu,9500
6919,2022-06-27,Ubi Jalar,5000
6920,2022-06-27,Bawang Putih Bonggol,17000
6921,2022-06-27,Cabe Rawit Merah,90000
6922,2022-06-27,Beras premium,10500
6923,2022-06-27,Minyak Goreng Curah,14000
6924,2022-06-23,Beras Medium,9500
6925,2022-06-23,Beras Termurah,9000
6926,2022-06-23,Gula Pasir Konsumsi,13000
6927,2022-06-23,Minyak Goreng Kemasan,23000
6928,2022-06-23,Daging Ayam Ras,37000
6929,2022-06-23,Telur Ayam Ras,27000
6930,2022-06-23,Daging Sapi Murni,130000
6931,2022-06-23,Bawang Merah,48000
6932,2022-06-23,Cabe Merah Keriting,80000
6933,2022-06-23,Cabe Merah Besar,65000
6934,2022-06-23,Jagung Pipilan Kering,7000
6935,2022-06-23,Kedelai Biji Kering (Impor),13000
6936,2022-06-23,Bawang Putih Kating,28000
6937,2022-06-23,Terigu,9500
6938,2022-06-23,Ubi Jalar,5000
6939,2022-06-23,Bawang Putih Bonggol,17000
